matchup_id,game_id,home_team_id,home_total_points,home_batting_points,home_pitching_points,away_team_id,away_total_points,away_batting_points,away_pitching_points,home_team,away_team
4,20,9,313,203.5,109.5,4,356.5,241,115.5,Book of Bob,All That is Wright
4,21,2,280,183,97,14,299.5,173.5,126,Tucker? I hardly know her,Top Gunner: Henderson
4,22,5,314.5,209.5,105,11,340.5,216,124.5,The Traveling Secretaries,The West Bank Occupiers
4,23,8,358.5,262.5,96,6,420.5,265.5,155,Mt. Everest Taquito Farmers,The Novaks
4,24,1,391,246,145,12,299,200.5,98.5,The Talmudic Tunnelers,Blasphemous Hot Takes
5,25,9,348,224,124,7,299,201.5,97.5,Book of Bob,Bibee-di-Bobbidi-Boo
5,26,13,373.5,231.5,142,2,287,164,123,Ketel Bells,Tucker? I hardly know her
5,27,4,300.5,194,106.5,5,336.5,176,160.5,All That is Wright,The Traveling Secretaries
5,28,14,288.5,154.5,134,8,239,154,85,Top Gunner: Henderson,Mt. Everest Taquito Farmers
5,29,11,362.5,200.5,162,1,272.5,140,132.5,The West Bank Occupiers,The Talmudic Tunnelers
5,30,6,383,250,133,12,336,196,140,The Novaks,Blasphemous Hot Takes
6,31,7,304,142,162,2,232.5,149,83.5,Bibee-di-Bobbidi-Boo,Tucker? I hardly know her
6,32,5,444.5,233.5,211,9,319.5,174.5,145,The Traveling Secretaries,Book of Bob
6,33,8,360,230,130,13,303,166.5,136.5,Mt. Everest Taquito Farmers,Ketel Bells
6,34,1,312,165.5,146.5,4,342,155.5,186.5,The Talmudic Tunnelers,All That is Wright
6,35,12,251.5,195.5,56,14,287.5,157,130.5,Blasphemous Hot Takes,Top Gunner: Henderson
6,36,6,307,186,121,11,322,204.5,117.5,The Novaks,The West Bank Occupiers
7,37,5,448.5,237.5,211,7,254.5,133.5,121,The Traveling Secretaries,Bibee-di-Bobbidi-Boo
7,38,2,357,211,146,8,328,224.5,103.5,Tucker? I hardly know her,Mt. Everest Taquito Farmers
7,39,9,293.5,157,136.5,1,373.5,217,156.5,Book of Bob,The Talmudic Tunnelers
7,40,13,271,143,128,12,360,251,109,Ketel Bells,Blasphemous Hot Takes
7,41,4,304,179,125,6,287.5,167,120.5,All That is Wright,The Novaks
7,42,14,261.5,152.5,109,11,349.5,204,145.5,Top Gunner: Henderson,The West Bank Occupiers
8,43,7,322,163.5,158.5,8,304,151.5,152.5,Bibee-di-Bobbidi-Boo,Mt. Everest Taquito Farmers
8,44,1,268.5,160,108.5,5,306,173.5,132.5,The Talmudic Tunnelers,The Traveling Secretaries
8,45,12,374,192,182,2,315,185.5,129.5,Blasphemous Hot Takes,Tucker? I hardly know her
8,46,6,304,155.5,148.5,9,361,209.5,151.5,The Novaks,Book of Bob
8,47,11,286,189,97,13,313.5,197,116.5,The West Bank Occupiers,Ketel Bells
8,48,14,271,178,93,4,332,190.5,141.5,Top Gunner: Henderson,All That is Wright
9,49,1,444,274.5,169.5,7,324,233,91,The Talmudic Tunnelers,Bibee-di-Bobbidi-Boo
9,50,8,358.5,204,154.5,12,337.5,233,104.5,Mt. Everest Taquito Farmers,Blasphemous Hot Takes
9,51,5,328,212.5,115.5,6,333,200.5,132.5,The Traveling Secretaries,The Novaks
9,52,2,285,155.5,129.5,11,325.5,216.5,109,Tucker? I hardly know her,The West Bank Occupiers
9,53,9,420.5,244,176.5,14,294.5,195.5,99,Book of Bob,Top Gunner: Henderson
9,54,13,328,173.5,154.5,4,362,225,137,Ketel Bells,All That is Wright
10,55,7,280.5,143.5,137,12,336.5,179,157.5,Bibee-di-Bobbidi-Boo,Blasphemous Hot Takes
10,56,6,311.5,237,74.5,1,302.5,185.5,117,The Novaks,The Talmudic Tunnelers
10,57,11,301,226,75,8,360.5,235,125.5,The West Bank Occupiers,Mt. Everest Taquito Farmers
10,58,14,378.5,215,163.5,5,385,268,117,Top Gunner: Henderson,The Traveling Secretaries
10,59,4,302,181,121,2,274.5,155.5,119,All That is Wright,Tucker? I hardly know her
10,60,13,360,252.5,107.5,9,291.5,157.5,134,Ketel Bells,Book of Bob
11,61,6,305.5,201,104.5,7,325,175.5,149.5,The Novaks,Bibee-di-Bobbidi-Boo
11,62,12,184,150.5,33.5,11,269,154.5,114.5,Blasphemous Hot Takes,The West Bank Occupiers
11,63,1,257.5,163.5,94,14,326.5,207.5,119,The Talmudic Tunnelers,Top Gunner: Henderson
11,64,8,312.5,164,148.5,4,274.5,184,90.5,Mt. Everest Taquito Farmers,All That is Wright
11,65,5,334,221,113,13,299,205.5,93.5,The Traveling Secretaries,Ketel Bells
11,66,2,249.5,200,49.5,9,227,189.5,37.5,Tucker? I hardly know her,Book of Bob
12,67,7,NA,NA,NA,11,NA,NA,NA,Bibee-di-Bobbidi-Boo,The West Bank Occupiers
12,68,14,NA,NA,NA,6,NA,NA,NA,Top Gunner: Henderson,The Novaks
12,69,4,NA,NA,NA,12,NA,NA,NA,All That is Wright,Blasphemous Hot Takes
12,70,13,NA,NA,NA,1,NA,NA,NA,Ketel Bells,The Talmudic Tunnelers
12,71,9,NA,NA,NA,8,NA,NA,NA,Book of Bob,Mt. Everest Taquito Farmers
12,72,2,NA,NA,NA,5,NA,NA,NA,Tucker? I hardly know her,The Traveling Secretaries
13,73,14,NA,NA,NA,7,NA,NA,NA,Top Gunner: Henderson,Bibee-di-Bobbidi-Boo
13,74,11,NA,NA,NA,4,NA,NA,NA,The West Bank Occupiers,All That is Wright
13,75,6,NA,NA,NA,13,NA,NA,NA,The Novaks,Ketel Bells
13,76,12,NA,NA,NA,9,NA,NA,NA,Blasphemous Hot Takes,Book of Bob
13,77,1,NA,NA,NA,2,NA,NA,NA,The Talmudic Tunnelers,Tucker? I hardly know her
13,78,8,NA,NA,NA,5,NA,NA,NA,Mt. Everest Taquito Farmers,The Traveling Secretaries
14,79,7,NA,NA,NA,4,NA,NA,NA,Bibee-di-Bobbidi-Boo,All That is Wright
14,80,13,NA,NA,NA,14,NA,NA,NA,Ketel Bells,Top Gunner: Henderson
14,81,9,NA,NA,NA,11,NA,NA,NA,Book of Bob,The West Bank Occupiers
14,82,2,NA,NA,NA,6,NA,NA,NA,Tucker? I hardly know her,The Novaks
14,83,5,NA,NA,NA,12,NA,NA,NA,The Traveling Secretaries,Blasphemous Hot Takes
14,84,8,NA,NA,NA,1,NA,NA,NA,Mt. Everest Taquito Farmers,The Talmudic Tunnelers
15,85,13,NA,NA,NA,7,NA,NA,NA,Ketel Bells,Bibee-di-Bobbidi-Boo
15,86,4,NA,NA,NA,9,NA,NA,NA,All That is Wright,Book of Bob
15,87,14,NA,NA,NA,2,NA,NA,NA,Top Gunner: Henderson,Tucker? I hardly know her
15,88,11,NA,NA,NA,5,NA,NA,NA,The West Bank Occupiers,The Traveling Secretaries
15,89,6,NA,NA,NA,8,NA,NA,NA,The Novaks,Mt. Everest Taquito Farmers
15,90,12,NA,NA,NA,1,NA,NA,NA,Blasphemous Hot Takes,The Talmudic Tunnelers
16,91,7,NA,NA,NA,9,NA,NA,NA,Bibee-di-Bobbidi-Boo,Book of Bob
16,92,2,NA,NA,NA,13,NA,NA,NA,Tucker? I hardly know her,Ketel Bells
16,93,5,NA,NA,NA,4,NA,NA,NA,The Traveling Secretaries,All That is Wright
16,94,8,NA,NA,NA,14,NA,NA,NA,Mt. Everest Taquito Farmers,Top Gunner: Henderson
16,95,1,NA,NA,NA,11,NA,NA,NA,The Talmudic Tunnelers,The West Bank Occupiers
16,96,12,NA,NA,NA,6,NA,NA,NA,Blasphemous Hot Takes,The Novaks
17,97,2,NA,NA,NA,7,NA,NA,NA,Tucker? I hardly know her,Bibee-di-Bobbidi-Boo
17,98,9,NA,NA,NA,5,NA,NA,NA,Book of Bob,The Traveling Secretaries
17,99,13,NA,NA,NA,8,NA,NA,NA,Ketel Bells,Mt. Everest Taquito Farmers
17,100,4,NA,NA,NA,1,NA,NA,NA,All That is Wright,The Talmudic Tunnelers
17,101,14,NA,NA,NA,12,NA,NA,NA,Top Gunner: Henderson,Blasphemous Hot Takes
17,102,11,NA,NA,NA,6,NA,NA,NA,The West Bank Occupiers,The Novaks
18,103,7,NA,NA,NA,5,NA,NA,NA,Bibee-di-Bobbidi-Boo,The Traveling Secretaries
18,104,8,NA,NA,NA,2,NA,NA,NA,Mt. Everest Taquito Farmers,Tucker? I hardly know her
18,105,1,NA,NA,NA,9,NA,NA,NA,The Talmudic Tunnelers,Book of Bob
18,106,12,NA,NA,NA,13,NA,NA,NA,Blasphemous Hot Takes,Ketel Bells
18,107,6,NA,NA,NA,4,NA,NA,NA,The Novaks,All That is Wright
18,108,11,NA,NA,NA,14,NA,NA,NA,The West Bank Occupiers,Top Gunner: Henderson
19,109,8,NA,NA,NA,7,NA,NA,NA,Mt. Everest Taquito Farmers,Bibee-di-Bobbidi-Boo
19,110,5,NA,NA,NA,1,NA,NA,NA,The Traveling Secretaries,The Talmudic Tunnelers
19,111,2,NA,NA,NA,12,NA,NA,NA,Tucker? I hardly know her,Blasphemous Hot Takes
19,112,9,NA,NA,NA,6,NA,NA,NA,Book of Bob,The Novaks
19,113,13,NA,NA,NA,11,NA,NA,NA,Ketel Bells,The West Bank Occupiers
19,114,4,NA,NA,NA,14,NA,NA,NA,All That is Wright,Top Gunner: Henderson
20,115,7,NA,NA,NA,1,NA,NA,NA,Bibee-di-Bobbidi-Boo,The Talmudic Tunnelers
20,116,12,NA,NA,NA,8,NA,NA,NA,Blasphemous Hot Takes,Mt. Everest Taquito Farmers
20,117,6,NA,NA,NA,5,NA,NA,NA,The Novaks,The Traveling Secretaries
20,118,11,NA,NA,NA,2,NA,NA,NA,The West Bank Occupiers,Tucker? I hardly know her
20,119,14,NA,NA,NA,9,NA,NA,NA,Top Gunner: Henderson,Book of Bob
20,120,4,NA,NA,NA,13,NA,NA,NA,All That is Wright,Ketel Bells
