season,matchup_id,team_id,team_score,opp_id,opp_score
2015,13,1,331.5,3,275.5
2015,13,4,320.5,2,367
2015,13,5,258,11,220.5
2015,13,6,376.5,8,338
2015,13,9,337,7,304
2015,13,10,324.5,12,289
2015,14,4,312,1,417
2015,14,3,242,5,316
2015,14,2,276.5,11,350
2015,14,9,200,6,333.5
2015,14,8,250,10,357
2015,14,7,382,12,264
2015,15,1,435.5,5,394.5
2015,15,11,348.5,4,548
2015,15,2,531,3,502
2015,15,6,516.5,10,509
2015,15,12,462,9,356
2015,15,7,498.5,8,359.5
2015,16,11,264,1,374
2015,16,5,241,2,325
2015,16,4,243,3,300.5
2015,16,12,337,6,323.5
2015,16,10,447,7,252.5
2015,16,9,286.5,8,370
2015,17,6,329,1,340.5
2015,17,7,358,2,289
2015,17,8,249,3,364
2015,17,9,243,4,284
2015,17,10,324,5,225
2015,17,12,354,11,241
2015,18,2,294,6,376.5
2015,18,3,339.5,7,319.5
2015,18,4,264,8,216.5
2015,18,5,330,9,305.5
2015,18,11,239,10,209.5
2015,18,1,357.5,12,339.5
2015,19,6,405,3,403
2015,19,7,338,4,238.5
2015,19,8,207.5,5,267
2015,19,9,228.5,11,209.5
2015,19,10,319,1,279
2015,19,12,379.5,2,341.5
2015,20,4,327.5,6,329
2015,20,5,330,7,373.5
2015,20,11,253.5,8,263.5
2015,20,1,352.5,9,246.5
2015,20,2,346.5,10,365
2015,20,3,419,12,290.5
2015,21,6,350.5,5,358
2015,21,7,285.5,11,183
2015,21,8,236.5,1,318
2015,21,9,264,2,316
2015,21,10,300,3,319
2015,21,12,275,4,288.5
2015,22,5,500,6,596
2015,22,7,700,1,564.5
2015,23,7,645,6,714.5
2015,23,5,472,1,538.5
2016,1,2,311.5,1,279.5
2016,1,11,181,3,285.5
2016,1,5,309,4,264.5
2016,1,7,337.5,6,224.5
2016,1,12,291.5,8,225
2016,1,10,278.5,9,285
2016,2,1,372,3,353
2016,2,4,227.5,2,313
2016,2,5,378.5,11,323
2016,2,6,400.5,8,306
2016,2,9,315,7,298
2016,2,10,276,12,322
2016,3,4,211,1,434.5
2016,3,3,344.5,5,388.5
2016,3,2,379,11,217.5
2016,3,9,322,6,317
2016,3,8,294.5,10,324
2016,3,7,302,12,307.5
2016,4,1,400.5,5,351
2016,4,11,322,4,223.5
2016,4,2,272.5,3,387.5
2016,4,6,409,10,310.5
2016,4,12,297.5,9,275.5
2016,4,7,323.5,8,269.5
2016,5,11,348,1,377.5
2016,5,5,369,2,262.5
2016,5,4,228,3,358
2016,5,12,316.5,6,315
2016,5,10,309,7,370.5
2016,5,9,331.5,8,275
2016,6,1,321,6,301
2016,6,2,382,7,311
2016,6,3,332,8,280
2016,6,4,227.5,9,364
2016,6,5,407,10,265.5
2016,6,11,269,12,250.5
2016,7,6,379.5,2,379
2016,7,7,421.5,3,283.5
2016,7,8,218.5,4,322
2016,7,9,376,5,398
2016,7,10,166,11,319.5
2016,7,12,272.5,1,330.5
2016,8,3,244,6,267
2016,8,4,264.5,7,237.5
2016,8,5,349.5,8,334
2016,8,11,304.5,9,354
2016,8,1,395.5,10,238
2016,8,2,297.5,12,380.5
2016,9,6,295.5,4,215
2016,9,7,436,5,359.5
2016,9,8,247.5,11,272.5
2016,9,9,521.5,1,307.5
2016,9,10,344.5,2,301.5
2016,9,12,390,3,284.5
2016,10,5,308.5,6,313.5
2016,10,11,348,7,315.5
2016,10,1,360,8,128
2016,10,2,313,9,380.5
2016,10,3,316.5,10,264
2016,10,4,257,12,297
2016,11,6,432.5,11,279
2016,11,7,332,1,307.5
2016,11,8,248.5,2,397.5
2016,11,9,335,3,237.5
2016,11,10,313,4,339
2016,11,12,283.5,5,327.5
2016,12,1,288,2,340.5
2016,12,3,262,11,245
2016,12,4,294.5,5,313
2016,12,6,296,7,275.5
2016,12,8,248,12,318.5
2016,12,9,438.5,10,247
2016,13,3,239,1,293
2016,13,2,366,4,235.5
2016,13,11,281.5,5,266.5
2016,13,8,312,6,348
2016,13,7,360.5,9,412
2016,13,12,312.5,10,260
2016,14,1,333,4,231
2016,14,5,364,3,318.5
2016,14,11,319,2,408.5
2016,14,6,388,9,380.5
2016,14,10,324,8,252.5
2016,14,12,265,7,286
2016,15,5,482.5,1,430
2016,15,4,423.5,11,399
2016,15,3,388.5,2,446
2016,15,10,408,6,430.5
2016,15,9,553.5,12,392.5
2016,15,8,366.5,7,465
2016,16,1,317,11,215
2016,16,2,304.5,5,341
2016,16,3,239,4,256.5
2016,16,6,377,12,293.5
2016,16,7,306.5,10,277
2016,16,8,164.5,9,338
2016,17,1,296.5,6,323.5
2016,17,2,340.5,7,223.5
2016,17,3,193,8,375
2016,17,4,260.5,9,357.5
2016,17,5,313.5,10,318
2016,17,11,265.5,12,325.5
2016,18,6,328,2,292
2016,18,7,303.5,3,217
2016,18,8,302,4,230.5
2016,18,9,416.5,5,427
2016,18,10,221,11,248
2016,18,12,278.5,1,354.5
2016,19,3,206.5,6,429
2016,19,4,243.5,7,328.5
2016,19,5,348.5,8,141
2016,19,11,179,9,382
2016,19,1,432.5,10,316
2016,19,2,319.5,12,386
2016,20,6,447,4,221
2016,20,7,316.5,5,347.5
2016,20,8,160.5,11,250.5
2016,20,9,324,1,246.5
2016,20,10,225,2,295
2016,20,12,341.5,3,227
2016,21,5,272.5,6,371.5
2016,21,11,312.5,7,278.5
2016,21,1,344,8,198
2016,21,2,272.5,9,329
2016,21,3,260.5,10,278.5
2016,21,4,251,12,223.5
2016,22,9,682,1,594
2016,22,5,641,6,718
2016,23,9,705.5,6,695
2016,23,5,451.5,1,621.5
2016,1,1,279.5,2,311.5
2016,1,3,285.5,11,181
2016,1,4,264.5,5,309
2016,1,6,224.5,7,337.5
2016,1,8,225,12,291.5
2016,1,9,285,10,278.5
2016,2,3,353,1,372
2016,2,2,313,4,227.5
2016,2,11,323,5,378.5
2016,2,8,306,6,400.5
2016,2,7,298,9,315
2016,2,12,322,10,276
2016,3,1,434.5,4,211
2016,3,5,388.5,3,344.5
2016,3,11,217.5,2,379
2016,3,6,317,9,322
2016,3,10,324,8,294.5
2016,3,12,307.5,7,302
2016,4,5,351,1,400.5
2016,4,4,223.5,11,322
2016,4,3,387.5,2,272.5
2016,4,10,310.5,6,409
2016,4,9,275.5,12,297.5
2016,4,8,269.5,7,323.5
2016,5,1,377.5,11,348
2016,5,2,262.5,5,369
2016,5,3,358,4,228
2016,5,6,315,12,316.5
2016,5,7,370.5,10,309
2016,5,8,275,9,331.5
2016,6,6,301,1,321
2016,6,7,311,2,382
2016,6,8,280,3,332
2016,6,9,364,4,227.5
2016,6,10,265.5,5,407
2016,6,12,250.5,11,269
2016,7,2,379,6,379.5
2016,7,3,283.5,7,421.5
2016,7,4,322,8,218.5
2016,7,5,398,9,376
2016,7,11,319.5,10,166
2016,7,1,330.5,12,272.5
2016,8,6,267,3,244
2016,8,7,237.5,4,264.5
2016,8,8,334,5,349.5
2016,8,9,354,11,304.5
2016,8,10,238,1,395.5
2016,8,12,380.5,2,297.5
2016,9,4,215,6,295.5
2016,9,5,359.5,7,436
2016,9,11,272.5,8,247.5
2016,9,1,307.5,9,521.5
2016,9,2,301.5,10,344.5
2016,9,3,284.5,12,390
2016,10,6,313.5,5,308.5
2016,10,7,315.5,11,348
2016,10,8,128,1,360
2016,10,9,380.5,2,313
2016,10,10,264,3,316.5
2016,10,12,297,4,257
2016,11,11,279,6,432.5
2016,11,1,307.5,7,332
2016,11,2,397.5,8,248.5
2016,11,3,237.5,9,335
2016,11,4,339,10,313
2016,11,5,327.5,12,283.5
2016,12,2,340.5,1,288
2016,12,11,245,3,262
2016,12,5,313,4,294.5
2016,12,7,275.5,6,296
2016,12,12,318.5,8,248
2016,12,10,247,9,438.5
2016,13,1,293,3,239
2016,13,4,235.5,2,366
2016,13,5,266.5,11,281.5
2016,13,6,348,8,312
2016,13,9,412,7,360.5
2016,13,10,260,12,312.5
2016,14,4,231,1,333
2016,14,3,318.5,5,364
2016,14,2,408.5,11,319
2016,14,9,380.5,6,388
2016,14,8,252.5,10,324
2016,14,7,286,12,265
2016,15,1,430,5,482.5
2016,15,11,399,4,423.5
2016,15,2,446,3,388.5
2016,15,6,430.5,10,408
2016,15,12,392.5,9,553.5
2016,15,7,465,8,366.5
2016,16,11,215,1,317
2016,16,5,341,2,304.5
2016,16,4,256.5,3,239
2016,16,12,293.5,6,377
2016,16,10,277,7,306.5
2016,16,9,338,8,164.5
2016,17,6,323.5,1,296.5
2016,17,7,223.5,2,340.5
2016,17,8,375,3,193
2016,17,9,357.5,4,260.5
2016,17,10,318,5,313.5
2016,17,12,325.5,11,265.5
2016,18,2,292,6,328
2016,18,3,217,7,303.5
2016,18,4,230.5,8,302
2016,18,5,427,9,416.5
2016,18,11,248,10,221
2016,18,1,354.5,12,278.5
2016,19,6,429,3,206.5
2016,19,7,328.5,4,243.5
2016,19,8,141,5,348.5
2016,19,9,382,11,179
2016,19,10,316,1,432.5
2016,19,12,386,2,319.5
2016,20,4,221,6,447
2016,20,5,347.5,7,316.5
2016,20,11,250.5,8,160.5
2016,20,1,246.5,9,324
2016,20,2,295,10,225
2016,20,3,227,12,341.5
2016,21,6,371.5,5,272.5
2016,21,7,278.5,11,312.5
2016,21,8,198,1,344
2016,21,9,329,2,272.5
2016,21,10,278.5,3,260.5
2016,21,12,223.5,4,251
2016,22,1,594,9,682
2016,22,6,718,5,641
2016,23,6,695,9,705.5
2016,23,1,621.5,5,451.5
2017,1,2,337,1,265
2017,1,11,239.5,3,300
2017,1,5,370,4,339
2017,1,7,272,6,334
2017,1,12,328,8,236.5
2017,1,10,246.5,9,380.5
2017,2,1,305.5,3,223
2017,2,4,313,2,341
2017,2,5,169,11,280
2017,2,6,337,8,327.5
2017,2,9,369,7,325
2017,2,10,253.5,12,323
2017,3,4,258,1,298.5
2017,3,3,230,5,153.5
2017,3,2,381.5,11,256.5
2017,3,9,335,6,360
2017,3,8,385,10,234.5
2017,3,7,300.5,12,202
2017,4,1,323,5,272
2017,4,11,264.5,4,326
2017,4,2,416.5,3,290
2017,4,6,338.5,10,185.5
2017,4,12,226,9,322.5
2017,4,7,234,8,353.5
2017,5,11,310,1,319.5
2017,5,5,298.5,2,379
2017,5,4,267,3,264
2017,5,12,234,6,318.5
2017,5,10,215.5,7,296.5
2017,5,9,325,8,284.5
2017,6,1,355.5,6,255.5
2017,6,2,339.5,7,214.5
2017,6,3,352.5,8,304.5
2017,6,4,243.5,9,353.5
2017,6,5,302,10,215
2017,6,11,178,12,214
2017,7,6,415,2,287.5
2017,7,7,251,3,217
2017,7,8,279,4,192.5
2017,7,9,341.5,5,261
2017,7,10,277,11,273
2017,7,12,205.5,1,339.5
2017,8,3,254,6,306
2017,8,4,393,7,265.5
2017,8,5,283,8,288.5
2017,8,11,215.5,9,329.5
2017,8,1,345.5,10,244.5
2017,8,2,275.5,12,247.5
2017,9,6,269,4,274.5
2017,9,7,303,5,315
2017,9,8,300,11,186.5
2017,9,9,266.5,1,279.5
2017,9,10,275,2,368
2017,9,12,311,3,272
2017,10,5,362,6,329
2017,10,11,221,7,331
2017,10,1,345.5,8,266
2017,10,2,333.5,9,339
2017,10,3,329.5,10,242
2017,10,4,207,12,245.5
2017,11,6,350.5,11,182.5
2017,11,7,362.5,1,243
2017,11,8,219.5,2,316.5
2017,11,9,434,3,350.5
2017,11,10,274.5,4,333.5
2017,11,12,173.5,5,282
2017,12,1,231.5,2,326
2017,12,3,293.5,11,193.5
2017,12,4,336.5,5,318.5
2017,12,6,346,7,298.5
2017,12,8,244,12,267
2017,12,9,375.5,10,253.5
2017,13,3,282.5,1,425
2017,13,2,289,4,298.5
2017,13,11,219,5,358
2017,13,8,275,6,329.5
2017,13,7,297.5,9,238
2017,13,12,207.5,10,292.5
2017,14,1,541,4,452.5
2017,14,5,419,3,437.5
2017,14,11,316.5,2,630
2017,14,6,689.5,9,478
2017,14,10,343.5,8,422
2017,14,12,352.5,7,418
2017,15,5,267.5,1,299
2017,15,4,319,11,290
2017,15,3,237,2,367
2017,15,10,177,6,306.5
2017,15,9,287.5,12,330
2017,15,8,301.5,7,196.5
2017,16,1,306,11,250.5
2017,16,2,287.5,5,297.5
2017,16,3,282.5,4,263
2017,16,6,384,12,349
2017,16,7,272,10,286
2017,16,8,269,9,325.5
2017,17,1,247.5,6,370.5
2017,17,2,302.5,7,351.5
2017,17,3,223.5,8,279
2017,17,4,303.5,9,341.5
2017,17,5,266.5,10,264
2017,17,11,170,12,342
2017,18,6,323,2,305
2017,18,7,385.5,3,209.5
2017,18,8,369,4,261
2017,18,9,327,5,293
2017,18,10,192,11,209.5
2017,18,12,276.5,1,326.5
2017,19,3,278,6,393
2017,19,4,284,7,238.5
2017,19,5,266.5,8,290
2017,19,11,243,9,314.5
2017,19,1,296,10,353
2017,19,2,295,12,311.5
2017,20,6,318.5,4,328
2017,20,7,307.5,5,208.5
2017,20,8,247,11,247
2017,20,9,356,1,313
2017,20,10,221,2,314.5
2017,20,12,343,3,266.5
2017,21,5,235,6,342
2017,21,11,223,7,348.5
2017,21,1,222.5,8,237.5
2017,21,2,392.5,9,298.5
2017,21,3,211,10,237.5
2017,21,4,290,12,305.5
2017,22,6,680.5,2,872.5
2017,22,9,677,1,688
2017,23,1,643.5,2,640.5
2017,23,6,628,9,552
2017,1,1,265,2,337
2017,1,3,300,11,239.5
2017,1,4,339,5,370
2017,1,6,334,7,272
2017,1,8,236.5,12,328
2017,1,9,380.5,10,246.5
2017,2,3,223,1,305.5
2017,2,2,341,4,313
2017,2,11,280,5,169
2017,2,8,327.5,6,337
2017,2,7,325,9,369
2017,2,12,323,10,253.5
2017,3,1,298.5,4,258
2017,3,5,153.5,3,230
2017,3,11,256.5,2,381.5
2017,3,6,360,9,335
2017,3,10,234.5,8,385
2017,3,12,202,7,300.5
2017,4,5,272,1,323
2017,4,4,326,11,264.5
2017,4,3,290,2,416.5
2017,4,10,185.5,6,338.5
2017,4,9,322.5,12,226
2017,4,8,353.5,7,234
2017,5,1,319.5,11,310
2017,5,2,379,5,298.5
2017,5,3,264,4,267
2017,5,6,318.5,12,234
2017,5,7,296.5,10,215.5
2017,5,8,284.5,9,325
2017,6,6,255.5,1,355.5
2017,6,7,214.5,2,339.5
2017,6,8,304.5,3,352.5
2017,6,9,353.5,4,243.5
2017,6,10,215,5,302
2017,6,12,214,11,178
2017,7,2,287.5,6,415
2017,7,3,217,7,251
2017,7,4,192.5,8,279
2017,7,5,261,9,341.5
2017,7,11,273,10,277
2017,7,1,339.5,12,205.5
2017,8,6,306,3,254
2017,8,7,265.5,4,393
2017,8,8,288.5,5,283
2017,8,9,329.5,11,215.5
2017,8,10,244.5,1,345.5
2017,8,12,247.5,2,275.5
2017,9,4,274.5,6,269
2017,9,5,315,7,303
2017,9,11,186.5,8,300
2017,9,1,279.5,9,266.5
2017,9,2,368,10,275
2017,9,3,272,12,311
2017,10,6,329,5,362
2017,10,7,331,11,221
2017,10,8,266,1,345.5
2017,10,9,339,2,333.5
2017,10,10,242,3,329.5
2017,10,12,245.5,4,207
2017,11,11,182.5,6,350.5
2017,11,1,243,7,362.5
2017,11,2,316.5,8,219.5
2017,11,3,350.5,9,434
2017,11,4,333.5,10,274.5
2017,11,5,282,12,173.5
2017,12,2,326,1,231.5
2017,12,11,193.5,3,293.5
2017,12,5,318.5,4,336.5
2017,12,7,298.5,6,346
2017,12,12,267,8,244
2017,12,10,253.5,9,375.5
2017,13,1,425,3,282.5
2017,13,4,298.5,2,289
2017,13,5,358,11,219
2017,13,6,329.5,8,275
2017,13,9,238,7,297.5
2017,13,10,292.5,12,207.5
2017,14,4,452.5,1,541
2017,14,3,437.5,5,419
2017,14,2,630,11,316.5
2017,14,9,478,6,689.5
2017,14,8,422,10,343.5
2017,14,7,418,12,352.5
2017,15,1,299,5,267.5
2017,15,11,290,4,319
2017,15,2,367,3,237
2017,15,6,306.5,10,177
2017,15,12,330,9,287.5
2017,15,7,196.5,8,301.5
2017,16,11,250.5,1,306
2017,16,5,297.5,2,287.5
2017,16,4,263,3,282.5
2017,16,12,349,6,384
2017,16,10,286,7,272
2017,16,9,325.5,8,269
2017,17,6,370.5,1,247.5
2017,17,7,351.5,2,302.5
2017,17,8,279,3,223.5
2017,17,9,341.5,4,303.5
2017,17,10,264,5,266.5
2017,17,12,342,11,170
2017,18,2,305,6,323
2017,18,3,209.5,7,385.5
2017,18,4,261,8,369
2017,18,5,293,9,327
2017,18,11,209.5,10,192
2017,18,1,326.5,12,276.5
2017,19,6,393,3,278
2017,19,7,238.5,4,284
2017,19,8,290,5,266.5
2017,19,9,314.5,11,243
2017,19,10,353,1,296
2017,19,12,311.5,2,295
2017,20,4,328,6,318.5
2017,20,5,208.5,7,307.5
2017,20,11,247,8,247
2017,20,1,313,9,356
2017,20,2,314.5,10,221
2017,20,3,266.5,12,343
2017,21,6,342,5,235
2017,21,7,348.5,11,223
2017,21,8,237.5,1,222.5
2017,21,9,298.5,2,392.5
2017,21,10,237.5,3,211
2017,21,12,305.5,4,290
2017,22,2,872.5,6,680.5
2017,22,1,688,9,677
2017,23,2,640.5,1,643.5
2017,23,9,552,6,628
2018,1,13,485,6,487
2018,1,5,401,2,481.5
2018,1,11,346,9,431.5
2018,1,4,451.5,7,524.5
2018,1,8,427,12,318.5
2018,1,1,532,14,436.5
2018,2,7,225,6,369.5
2018,2,11,246.5,5,305.5
2018,2,2,237.5,9,277.5
2018,2,13,275.5,4,272.5
2018,2,1,227,8,242.5
2018,2,12,216.5,14,286.5
2018,3,4,232,6,277.5
2018,3,5,333,9,382.5
2018,3,2,288.5,11,250.5
2018,3,7,373.5,13,306.5
2018,3,8,264,14,306.5
2018,3,12,287.5,1,293
2018,4,6,263.5,14,299
2018,4,2,457,5,267.5
2018,4,9,386.5,11,269
2018,4,4,226,8,256.5
2018,4,7,267,12,285.5
2018,4,13,278,1,410
2018,5,1,269.5,6,355
2018,5,5,403,11,225
2018,5,9,209,2,334.5
2018,5,8,301,7,347.5
2018,5,12,332.5,13,405.5
2018,5,14,345,4,280.5
2018,6,6,367.5,12,278.5
2018,6,9,418,5,328.5
2018,6,11,201,2,361
2018,6,13,384.5,8,317
2018,6,4,216,1,271.5
2018,6,7,289,14,333.5
2018,7,8,301.5,6,357.5
2018,7,5,244,2,230
2018,7,11,168,9,255
2018,7,12,236,4,236.5
2018,7,1,313.5,7,237.5
2018,7,14,241.5,13,306
2018,8,6,372.5,13,222.5
2018,8,7,271,4,267.5
2018,8,5,208,8,297.5
2018,8,2,233.5,12,301.5
2018,8,11,230.5,1,354.5
2018,8,9,347,14,280
2018,9,6,317.5,7,401
2018,9,4,228,13,419.5
2018,9,8,214,2,207
2018,9,12,219,11,214
2018,9,1,274.5,9,256.5
2018,9,14,330,5,407
2018,10,6,396,4,277.5
2018,10,13,348,7,209
2018,10,11,266,8,167
2018,10,9,286.5,12,237
2018,10,5,227.5,1,344
2018,10,2,272.5,14,321.5
2018,11,13,282.5,6,286.5
2018,11,4,281.5,7,242.5
2018,11,8,256.5,9,357
2018,11,12,211,5,189
2018,11,1,380.5,2,290
2018,11,14,317.5,11,249.5
2018,12,9,314,6,276
2018,12,12,175.5,8,301
2018,12,14,238,1,290
2018,12,5,227.5,4,288.5
2018,12,2,293,7,211
2018,12,11,320,13,443
2018,13,6,429.5,5,289
2018,13,8,282.5,1,269.5
2018,13,14,236.5,12,208.5
2018,13,4,229,2,340.5
2018,13,7,258.5,11,255.5
2018,13,13,319,9,322
2018,14,2,250.5,6,345
2018,14,14,291.5,8,234
2018,14,1,327.5,12,202
2018,14,11,173.5,4,221
2018,14,9,286.5,7,331.5
2018,14,5,285.5,13,360
2018,15,6,424,11,281.5
2018,15,8,395,12,387
2018,15,1,443,14,615.5
2018,15,4,331,9,462.5
2018,15,7,459,5,392
2018,15,13,565.5,2,436.5
2018,16,6,329.5,13,328.5
2018,16,2,270,5,291
2018,16,9,315,11,196
2018,16,7,262,4,261.5
2018,16,12,220.5,8,329
2018,16,14,292,1,306.5
2018,17,6,385.5,7,269
2018,17,5,224,11,175.5
2018,17,9,389.5,2,295
2018,17,4,270.5,13,292
2018,17,8,187,1,308.5
2018,17,14,275.5,12,131
2018,18,6,355,4,332
2018,18,9,257.5,5,239
2018,18,11,282.5,2,258
2018,18,13,352,7,303.5
2018,18,14,270,8,301
2018,18,1,279,12,178.5
2018,19,14,303,6,319
2018,19,5,245,2,275
2018,19,11,237.5,9,310.5
2018,19,8,203.5,4,197.5
2018,19,12,142,7,336
2018,19,1,372.5,13,382
2018,20,6,286,1,246
2018,20,11,243.5,5,280
2018,20,2,221.5,9,305
2018,20,7,246.5,8,247.5
2018,20,13,283,12,197
2018,20,4,220,14,272.5
2018,21,12,168,6,322
2018,21,11,207.5,5,247
2018,21,2,280.5,9,418.5
2018,21,8,269,13,332
2018,21,1,170,4,193.5
2018,21,14,376,7,222.5
2018,22,1,587.5,6,565
2018,22,13,612,9,650.5
2018,23,1,550.5,9,780
2018,23,13,584.5,6,611.5
2018,1,6,487,13,485
2018,1,2,481.5,5,401
2018,1,9,431.5,11,346
2018,1,7,524.5,4,451.5
2018,1,12,318.5,8,427
2018,1,14,436.5,1,532
2018,2,6,369.5,7,225
2018,2,5,305.5,11,246.5
2018,2,9,277.5,2,237.5
2018,2,4,272.5,13,275.5
2018,2,8,242.5,1,227
2018,2,14,286.5,12,216.5
2018,3,6,277.5,4,232
2018,3,9,382.5,5,333
2018,3,11,250.5,2,288.5
2018,3,13,306.5,7,373.5
2018,3,14,306.5,8,264
2018,3,1,293,12,287.5
2018,4,14,299,6,263.5
2018,4,5,267.5,2,457
2018,4,11,269,9,386.5
2018,4,8,256.5,4,226
2018,4,12,285.5,7,267
2018,4,1,410,13,278
