team_id,season,n_wins,n_loss,n_points,ppg,ppg_scaled,rs_finish,points_champ,champion,runner_up,third,playoffs,ferry
6,2024,10,11,6981,332.42857142857144,4.07341269841271,6,0,0,0,0,0,0
7,2024,13,8,6969,331.85714285714283,3.501984126984098,3,0,0,0,1,1,0
8,2024,7,14,6812.5,324.4047619047619,-3.9503968253968083,11,0,0,0,0,0,0
9,2024,8,13,6572,312.95238095238096,-15.402777777777771,9,0,0,0,0,0,0
11,2024,9,12,6659.5,317.1190476190476,-11.236111111111143,8,0,0,0,0,0,0
12,2024,10,11,7212,343.42857142857144,15.07341269841271,5,0,0,0,0,0,0
13,2024,16,5,7451.5,354.8333333333333,26.47817460317458,1,1,1,0,0,1,0
14,2024,8,13,6533,311.0952380952381,-17.25992063492066,10,0,0,0,0,0,0
1,2025,15,6,7300.5,347.64285714285717,12.84523809523813,4,0,0,0,0,1,0
2,2025,7,14,6734.5,320.6904761904762,-14.107142857142833,10,0,0,0,0,0,0
4,2025,12,9,7322,348.6666666666667,13.869047619047649,5,0,0,0,0,0,0
5,2025,12,9,6835,325.4761904761905,-9.321428571428555,6,0,0,0,0,0,0
6,2025,8,13,7347,349.85714285714283,15.059523809523796,9,0,0,0,0,0,0
7,2025,5,16,6320,300.95238095238096,-33.845238095238074,12,0,0,0,0,0,1
8,2025,6,15,6544,311.6190476190476,-23.178571428571445,11,0,0,0,0,0,0
9,2025,9,12,6830.5,325.26190476190476,-9.535714285714278,8,0,0,0,0,0,0
11,2025,10,11,7029,334.7142857142857,-0.08333333333331439,7,0,0,0,0,0,0
12,2025,13,8,7550.5,359.54761904761904,24.75,2,1,0,1,0,1,0
13,2025,14,7,7187.5,342.26190476190476,7.464285714285722,3,0,0,0,1,1,0
14,2025,15,6,7368.5,350.8809523809524,16.08333333333337,1,0,1,0,0,1,0
1,2026,7,8,5099.5,339.96666666666664,1.8361111111111086,7,0,0,0,0,0,0
2,2026,6,9,4869,324.6,-13.530555555555509,11,0,0,0,0,0,0
4,2026,12,3,5410.5,360.7,22.569444444444457,1,0,0,0,0,0,0
5,2026,9,6,5428,361.8666666666667,23.736111111111143,3,0,0,0,0,0,0
6,2026,8,7,5316,354.4,16.269444444444446,4,0,0,0,0,0,0
7,2026,6,9,4926.5,328.43333333333334,-9.697222222222194,10,0,0,0,0,0,0
8,2026,6,9,4928,328.53333333333336,-9.597222222222172,9,0,0,0,0,0,0
9,2026,7,8,5211,347.4,9.269444444444446,6,0,0,0,0,0,0
11,2026,10,5,5164,344.26666666666665,6.13611111111112,2,0,0,0,0,0,0
12,2026,4,11,4921.5,328.1,-10.030555555555509,12,0,0,0,0,0,0
13,2026,8,7,4940,329.3333333333333,-8.797222222222217,5,0,0,0,0,0,0
14,2026,7,8,4649.5,309.96666666666664,-28.16388888888889,8,0,0,0,0,0,0
