player,player_id,team_id,stint,start,end,team_from,trade_id,transaction_type,n_points,n_games,w_bat,w_sp,w_rp,ppg
Nick Lodolo,42433,6,1,114,116,NA,NA,Free Agent,23,1,0,1,0,23
Ryan Thompson,38628,12,1,114,116,NA,NA,Free Agent,1,1,0,0,1,1
Kyle Finnegan,36543,11,1,115,115,NA,NA,Free Agent,8,1,0,0,1,8
Mark Melancon,29446,11,4,115,116,NA,NA,Free Agent,-3,1,0,0,1,-3
Ron Marinaccio,4228723,2,2,115,117,NA,NA,Free Agent,5,2,0,0,1,2.5
Braxton Garrett,40971,13,2,116,119,NA,NA,Free Agent,19,1,0,1,0,19
Hector Neris,32377,11,3,116,116,NA,NA,Free Agent,5,1,0,0,1,5
Jarred Kelenic,41150,12,1,116,117,NA,NA,Free Agent,-2.5,2,1,0,0,-1.25
Jorge Mateo,33832,12,1,116,116,NA,NA,Free Agent,-1,1,1,0,0,-1
Reid Detmers,4326697,4,2,116,153,NA,NA,Free Agent,69.5,3,0,1,0,23.166666666666668
Rowan Wick,34190,11,2,116,116,NA,NA,Free Agent,3,1,0,0,1,3
Adam Frazier,33546,12,1,117,117,NA,NA,Free Agent,1.5,1,1,0,0,1.5
Adam Ottavino,29705,11,4,117,117,NA,NA,Free Agent,5,1,0,0,1,5
Aledmys Diaz,33390,12,2,117,121,NA,NA,Free Agent,8,4,1,0,0,2
David Price,28958,11,1,117,117,NA,NA,Free Agent,3,1,0,0,1,3
Jose Miranda,41000,6,1,117,153,NA,NA,Free Agent,67.5,28,1,0,0,2.4107142857142856
Lou Trivino,35844,13,3,117,117,NA,NA,Free Agent,0,0,NA,NA,NA,0
Ranger Suarez,39817,12,3,117,122,NA,NA,Free Agent,7,1,0,1,0,7
Tanner Scott,35135,11,2,117,118,NA,NA,Free Agent,4,1,0,0,1,4
Corey Knebel,33206,11,3,118,118,NA,NA,Free Agent,-12.5,1,0,0,1,-12.5
Evan Phillips,37911,11,3,118,118,NA,NA,Free Agent,6,1,0,0,1,6
Felix Bautista,4905859,2,3,118,153,NA,NA,Free Agent,79.5,14,0,0,1,5.678571428571429
James Outman,41802,12,1,118,118,NA,NA,Free Agent,0,0,NA,NA,NA,0
MJ Melendez,40948,7,1,118,147,NA,NA,Free Agent,63,26,1,0,0,2.423076923076923
Nabil Crismatt,41421,12,1,118,118,NA,NA,Free Agent,-6,1,0,0,1,-6
Ryan McMahon,33247,13,1,118,144,NA,NA,Free Agent,71.5,21,1,0,0,3.4047619047619047
Trent Grisham,34995,12,4,118,123,NA,NA,Free Agent,19.5,6,1,0,0,3.25
A.J. Puk,36201,11,2,119,119,NA,NA,Free Agent,4.5,1,0,0,1,4.5
Adam Cimber,35780,11,3,119,119,NA,NA,Free Agent,-3.5,1,0,0,1,-3.5
Adam Frazier,33546,12,2,119,119,NA,NA,Free Agent,3,1,1,0,0,3
Dany Jimenez,42380,11,3,119,120,NA,NA,Free Agent,8,1,0,0,1,8
Hunter Dozier,33233,4,7,119,127,NA,NA,Free Agent,6,7,1,0,0,0.8571428571428571
Jorge Mateo,33832,12,2,119,119,NA,NA,Free Agent,1.5,1,1,0,0,1.5
Brendan Donovan,41773,11,2,120,121,NA,NA,Free Agent,2,2,1,0,0,1
Colin Poche,40364,11,3,120,120,NA,NA,Free Agent,6,1,0,0,1,6
Jazz Chisholm Jr.,41433,9,1,120,124,NA,NA,Free Agent,0,0,NA,NA,NA,0
Jorge Mateo,33832,1,2,120,153,NA,NA,Free Agent,57.5,28,1,0,0,2.0535714285714284
Jose Iglesias,30382,12,2,120,121,NA,NA,Free Agent,9,2,1,0,0,4.5
Miguel Vargas,42453,12,1,120,120,NA,NA,Free Agent,0,0,NA,NA,NA,0
Paul Blackburn,32776,13,8,120,120,NA,NA,Free Agent,3.5,1,0,1,0,3.5
Rowan Wick,34190,11,3,120,120,NA,NA,Free Agent,0,0,NA,NA,NA,0
Adam Frazier,33546,12,3,121,124,NA,NA,Free Agent,7,5,1,0,0,1.4
Anthony Bender,42171,11,3,121,130,NA,NA,Free Agent,17.5,5,0,0,1,3.5
Hector Neris,32377,11,4,121,132,NA,NA,Free Agent,20,5,0,0,1,4
Mitch Keller,33722,2,1,121,121,NA,NA,Free Agent,13.5,1,0,1,0,13.5
Tanner Scott,35135,11,3,121,130,NA,NA,Free Agent,4.5,3,0,0,1,1.5
Yusei Kikuchi,41415,13,4,121,124,NA,NA,Free Agent,1.5,1,0,1,0,1.5
Zach Plesac,42169,13,5,121,133,NA,NA,Free Agent,25,2,0,1,0,12.5
Chris Flexen,36067,12,5,122,122,NA,NA,Free Agent,6,1,0,1,0,6
Daniel Vogelbach,32851,12,3,122,125,NA,NA,Free Agent,8,3,1,0,0,2.6666666666666665
Eddie Rosario,31944,12,2,122,122,NA,NA,Free Agent,-1.5,2,1,0,0,-0.75
Jon Berti,32273,2,3,122,146,NA,NA,Free Agent,21,16,1,0,0,1.3125
Paul Sewald,35009,13,4,122,122,NA,NA,Free Agent,0,0,NA,NA,NA,0
Braxton Garrett,40971,12,3,123,125,NA,NA,Free Agent,3,1,0,1,0,3
Joc Pederson,31392,12,1,123,136,NA,NA,Free Agent,13,10,1,0,0,1.3
Riley Greene,42179,13,2,123,123,NA,NA,Free Agent,1,1,1,0,0,1
Ryan Thompson,38628,12,2,123,123,NA,NA,Free Agent,0,0,NA,NA,NA,0
Adam Ottavino,29705,13,5,124,124,NA,NA,Free Agent,2.5,1,0,0,1,2.5
Brady Singer,41172,6,4,124,153,NA,NA,Free Agent,106,6,0,1,0,17.666666666666668
Jarred Kelenic,41150,13,2,124,126,NA,NA,Free Agent,-2,2,1,0,0,-1
Nick Martinez,33372,12,1,124,124,NA,NA,Free Agent,12,1,0,0,1,12
Santiago Espinal,39924,13,6,124,125,NA,NA,Free Agent,1.5,1,1,0,0,1.5
Tyler Naquin,32788,12,2,124,132,NA,NA,Free Agent,11.5,6,1,0,0,1.9166666666666667
Alex Wood,32620,12,0,125,153,6,12,Trade,9.5,4,0,1,0,2.375
Brock Burke,39945,13,2,125,126,NA,NA,Free Agent,1.5,1,0,0,1,1.5
Christian Walker,32758,6,2,125,153,12,12,Trade,95,26,1,0,0,3.6538461538461537
Christopher Morel,42927,6,2,125,125,NA,NA,Free Agent,1.5,1,1,0,0,1.5
Josiah Gray,41165,13,6,125,126,NA,NA,Free Agent,18,1,0,1,0,18
Kendall Graveman,33636,12,5,125,125,NA,NA,Free Agent,6,1,0,0,1,6
Max Muncy,33303,12,0,125,153,6,12,Trade,62.5,24,1,0,0,2.6041666666666665
Mitch Keller,33722,9,2,125,127,NA,NA,Free Agent,0,0,0,1,0,0
William Contreras,39895,9,4,125,137,NA,NA,Free Agent,23,10,1,0,0,2.3
Aledmys Diaz,33390,12,3,126,127,NA,NA,Free Agent,3,2,1,0,0,1.5
Edward Cabrera,40944,12,2,126,130,NA,NA,Free Agent,19,1,0,1,0,19
Francisco Mejia,33248,13,1,126,126,NA,NA,Free Agent,3,1,1,0,0,3
Garrett Whitlock,39674,6,1,126,153,NA,NA,Free Agent,35.5,6,0,0,1,5.916666666666667
Paul DeJong,35185,12,1,126,130,NA,NA,Free Agent,7.5,5,1,0,0,1.5
Aroldis Chapman,30442,1,2,127,153,NA,NA,Free Agent,6,4,0,0,1,1.5
Christopher Morel,42927,13,3,127,127,NA,NA,Free Agent,-1,1,1,0,0,-1
Franmil Reyes,33339,13,7,127,127,NA,NA,Free Agent,0,0,NA,NA,NA,0
Genesis Cabrera,41061,13,2,127,127,NA,NA,Free Agent,-12,1,0,0,1,-12
Ian Anderson,40916,13,3,127,130,NA,NA,Free Agent,17.5,1,0,1,0,17.5
Jazz Chisholm Jr.,41433,2,2,127,146,NA,NA,Free Agent,0,0,NA,NA,NA,0
Joe Mantiply,33691,13,1,127,127,NA,NA,Free Agent,5,1,0,0,1,5
Jose Iglesias,30382,1,3,127,153,NA,NA,Free Agent,23,19,1,0,0,1.2105263157894737
Bryson Stott,42417,9,1,128,153,NA,NA,Free Agent,49,20,1,0,0,2.45
Gregory Soto,39804,9,2,128,153,NA,NA,Free Agent,17.5,9,0,0,1,1.9444444444444444
Jalen Beeks,36723,13,1,128,128,NA,NA,Free Agent,0,0,NA,NA,NA,0
Joey Gallo,32818,13,1,128,135,NA,NA,Free Agent,13.5,4,1,0,0,3.375
Kendall Graveman,33636,13,6,128,128,NA,NA,Free Agent,5,1,0,0,1,5
Nelson Cruz,6242,13,1,128,128,NA,NA,Free Agent,0.5,1,1,0,0,0.5
Nick Martinez,33372,12,2,128,128,NA,NA,Free Agent,2,1,0,0,1,2
Ramon Laureano,35142,9,3,128,131,NA,NA,Free Agent,1,3,1,0,0,0.3333333333333333
Ranger Suarez,39817,9,4,128,153,NA,NA,Free Agent,41.5,4,0,1,0,10.375
Walker Buehler,39251,14,1,128,131,NA,NA,Free Agent,0,0,NA,NA,NA,0
Dylan Floro,33852,13,2,129,129,NA,NA,Free Agent,1,1,0,0,1,1
Elieser Hernandez,39836,13,1,129,129,NA,NA,Free Agent,5,1,0,0,1,5
Enrique Hernandez,31358,12,1,129,153,NA,NA,Free Agent,39,17,1,0,0,2.2941176470588234
James Karinchak,40715,2,2,129,130,NA,NA,Free Agent,0,0,NA,NA,NA,0
Patrick Wisdom,32861,13,3,129,134,NA,NA,Free Agent,10,5,1,0,0,2
Paul Sewald,35009,12,5,129,129,NA,NA,Free Agent,0,0,NA,NA,NA,0
Aaron Ashby,41325,12,5,130,135,NA,NA,Free Agent,22,2,0,1,0,11
Dany Jimenez,42380,13,4,130,130,NA,NA,Free Agent,0,0,NA,NA,NA,0
Paul Sewald,35009,13,5,130,130,NA,NA,Free Agent,0,0,NA,NA,NA,0
Andrew Chafin,32810,13,2,131,131,NA,NA,Free Agent,1,1,0,0,1,1
Eli Morgan,41324,13,5,131,131,NA,NA,Free Agent,-3,1,0,0,1,-3
Josiah Gray,41165,13,7,131,131,NA,NA,Free Agent,21,1,0,1,0,21
Manuel Margot,33599,2,3,131,153,NA,NA,Free Agent,37,14,1,0,0,2.642857142857143
Sam Hentges,41225,12,1,131,131,NA,NA,Free Agent,4,1,0,0,1,4
Trevor Stephan,41003,12,1,131,131,NA,NA,Free Agent,6,1,0,0,1,6
AJ Pollock,30699,9,2,132,140,NA,NA,Free Agent,5,8,1,0,0,0.625
Brad Boxberger,31495,13,2,132,134,NA,NA,Free Agent,10.5,2,0,0,1,5.25
Brett Baty,42414,11,1,132,136,NA,NA,Free Agent,10,5,1,0,0,2
Dany Jimenez,42380,11,5,132,132,NA,NA,Free Agent,3,1,0,0,1,3
Hunter Greene,39635,12,4,132,137,NA,NA,Free Agent,0,0,NA,NA,NA,0
Kyle Farmer,33287,6,4,132,133,NA,NA,Free Agent,2,2,1,0,0,1
Matt Barnes,32147,11,1,132,132,NA,NA,Free Agent,8,1,0,0,1,8
Paul Sewald,35009,13,6,132,133,NA,NA,Free Agent,0,0,NA,NA,NA,0
Santiago Espinal,39924,13,7,132,135,NA,NA,Free Agent,11,3,1,0,0,3.6666666666666665
Trent Grisham,34995,14,5,132,137,NA,NA,Free Agent,1.5,4,1,0,0,0.375
Vaughn Grissom,42503,9,1,132,153,NA,NA,Free Agent,45.5,18,1,0,0,2.5277777777777777
Vinnie Pasquantino,4109109,12,1,132,137,NA,NA,Free Agent,7.5,4,1,0,0,1.875
Alexis Diaz,4905920,11,2,133,135,NA,NA,Free Agent,7,2,0,0,1,3.5
James Karinchak,40715,12,3,133,133,NA,NA,Free Agent,7.5,1,0,0,1,7.5
Kendall Graveman,33636,11,7,133,135,NA,NA,Free Agent,0,0,NA,NA,NA,0
Oswald Peraza,42479,11,1,133,134,NA,NA,Free Agent,0,0,NA,NA,NA,0
Brock Burke,39945,12,3,134,134,NA,NA,Free Agent,0,0,NA,NA,NA,0
Christopher Morel,42927,13,4,134,143,NA,NA,Free Agent,7.5,11,1,0,0,0.6818181818181818
Franmil Reyes,33339,6,8,134,142,NA,NA,Free Agent,11,10,1,0,0,1.1
Harold Ramirez,33259,12,3,134,153,NA,NA,Free Agent,38.5,15,1,0,0,2.566666666666667
Luis Garcia,33089,13,1,134,135,NA,NA,Free Agent,4.5,1,0,0,1,4.5
Will Smith,31549,13,4,134,134,NA,NA,Free Agent,0,1,0,0,1,0
Aaron Civale,40934,13,1,135,137,NA,NA,Free Agent,0,0,NA,NA,NA,0
Carlos Santana,30280,6,7,135,135,NA,NA,Free Agent,0,0,NA,NA,NA,0
Edward Cabrera,40944,2,3,135,150,NA,NA,Free Agent,47,2,0,1,0,23.5
Graham Ashcraft,4084179,12,4,135,139,NA,NA,Free Agent,17,1,0,1,0,17
Justin Steele,41022,8,2,135,153,NA,NA,Free Agent,14,1,0,1,0,14
Kutter Crawford,41277,12,1,135,135,NA,NA,Free Agent,-16,1,0,1,0,-16
Matt Barnes,32147,11,2,135,135,NA,NA,Free Agent,4,1,0,0,1,4
Michael Wacha,32640,13,6,135,149,NA,NA,Free Agent,47.5,3,0,1,0,15.833333333333334
Paul Sewald,35009,13,7,135,135,NA,NA,Free Agent,0,0,NA,NA,NA,0
Brad Hand,31077,13,1,136,136,NA,NA,Free Agent,2.5,1,0,0,1,2.5
Daniel Vogelbach,32851,13,4,136,136,NA,NA,Free Agent,0,1,1,0,0,0
Jeffrey Springs,35397,12,2,136,143,NA,NA,Free Agent,23,2,0,1,0,11.5
Josiah Gray,41165,12,8,136,141,NA,NA,Free Agent,0,0,0,1,0,0
Mark Melancon,29446,11,5,136,136,NA,NA,Free Agent,-11.5,1,0,0,1,-11.5
Patrick Wisdom,32861,6,4,136,136,NA,NA,Free Agent,4.5,1,1,0,0,4.5
Rowan Wick,34190,11,4,136,136,NA,NA,Free Agent,-3.5,1,0,0,1,-3.5
Seth Lugo,34873,13,1,136,136,NA,NA,Free Agent,4,1,0,0,1,4
Tanner Scott,35135,11,4,136,136,NA,NA,Free Agent,5,1,0,0,1,5
Zach Plesac,42169,13,6,136,136,NA,NA,Free Agent,0,0,NA,NA,NA,0
Alex Vesia,42622,13,1,137,137,NA,NA,Free Agent,4.5,1,0,0,1,4.5
Colin Poche,40364,13,4,137,137,NA,NA,Free Agent,8,1,0,0,1,8
Emilio Pagan,33403,11,4,137,139,NA,NA,Free Agent,0,2,0,0,1,0
Evan Phillips,37911,11,4,137,139,NA,NA,Free Agent,4,1,0,0,1,4
Jake Odorizzi,31654,13,3,137,138,NA,NA,Free Agent,24,1,0,1,0,24
Jakob Junis,36056,11,1,137,137,NA,NA,Free Agent,20,1,0,1,0,20
Kyle Farmer,33287,6,5,137,147,NA,NA,Free Agent,13.5,8,1,0,0,1.6875
Lars Nootbaar,4448736,12,1,137,153,NA,NA,Free Agent,38.5,13,1,0,0,2.9615384615384617
Lou Trivino,35844,11,4,137,139,NA,NA,Free Agent,7.5,1,0,0,1,7.5
Shea Langeliers,42598,6,1,137,153,NA,NA,Free Agent,26.5,13,1,0,0,2.0384615384615383
Travis d'Arnaud,29951,13,2,137,139,NA,NA,Free Agent,4,2,1,0,0,2
Zack Greinke,5883,1,3,137,153,NA,NA,Free Agent,0,0,0,1,0,0
Jack Flaherty,33837,12,1,138,139,NA,NA,Free Agent,0,0,NA,NA,NA,0
Jake Diekman,32178,13,3,138,138,NA,NA,Free Agent,4,1,0,0,1,4
Jake Fraley,37974,9,1,138,153,NA,NA,Free Agent,24.5,12,1,0,0,2.0416666666666665
Matt Manning,40920,7,1,138,152,NA,NA,Free Agent,16,3,0,1,0,5.333333333333333
Michael Fulmer,34842,13,1,138,138,NA,NA,Free Agent,4,1,0,0,1,4
Paul DeJong,35185,12,2,138,139,NA,NA,Free Agent,-1,3,1,0,0,-0.3333333333333333
Paul Sewald,35009,9,8,138,153,NA,NA,Free Agent,17.5,7,0,0,1,2.5
Robbie Grossman,31385,14,4,138,140,NA,NA,Free Agent,7,2,1,0,0,3.5
Sam Coonrod,34915,12,1,138,138,NA,NA,Free Agent,7,1,0,0,1,7
Seth Brown,35676,13,2,138,144,NA,NA,Free Agent,2.5,6,1,0,0,0.4166666666666667
Albert Pujols,4574,11,2,139,153,NA,NA,Free Agent,15,9,1,0,0,1.6666666666666667
Andre Pallante,4109034,12,1,139,139,NA,NA,Free Agent,0,0,NA,NA,NA,0
Genesis Cabrera,41061,13,3,139,140,NA,NA,Free Agent,-3.5,1,0,0,1,-3.5
Nick Madrigal,41170,13,2,139,139,NA,NA,Free Agent,0,0,1,0,0,0
Rowan Wick,34190,13,5,139,140,NA,NA,Free Agent,5,1,0,0,1,5
Daniel Vogelbach,32851,12,5,140,153,NA,NA,Free Agent,3.5,5,1,0,0,0.7
Dany Jimenez,42380,11,6,140,140,NA,NA,Free Agent,-1,1,0,0,1,-1
Drew Smyly,31816,12,1,140,153,NA,NA,Free Agent,8.5,2,0,1,0,4.25
Jake McGee,28959,11,2,140,140,NA,NA,Free Agent,0,0,NA,NA,NA,0
John Schreiber,39949,12,2,140,141,NA,NA,Free Agent,3,1,0,0,1,3
Matt Barnes,32147,11,3,140,140,NA,NA,Free Agent,2,1,0,0,1,2
Nick Lodolo,42433,13,2,140,142,NA,NA,Free Agent,0,0,NA,NA,NA,0
Pete Fairbanks,42180,12,1,140,140,NA,NA,Free Agent,5,1,0,0,1,5
William Contreras,39895,13,5,140,140,NA,NA,Free Agent,9,1,1,0,0,9
Griffin Jax,42604,13,1,141,141,NA,NA,Free Agent,4,1,0,0,1,4
Isaac Paredes,39706,9,3,141,153,NA,NA,Free Agent,25,7,1,0,0,3.5714285714285716
Jonathan Loaisiga,39807,13,2,141,142,NA,NA,Free Agent,5,1,0,0,1,5
Nick Maton,41284,11,1,141,141,NA,NA,Free Agent,0,0,NA,NA,NA,0
Oscar Gonzalez,39400,11,3,141,141,NA,NA,Free Agent,0,1,1,0,0,0
Patrick Wisdom,32861,11,5,141,141,NA,NA,Free Agent,-1,1,1,0,0,-1
Ross Stripling,32789,13,1,141,153,NA,NA,Free Agent,21,1,0,1,0,21
Shawn Armstrong,33499,12,1,141,141,NA,NA,Free Agent,3,1,0,0,1,3
Tony Kemp,34083,14,1,141,141,NA,NA,Free Agent,4,1,1,0,0,4
Wynton Bernard,32981,11,1,141,141,NA,NA,Free Agent,0,0,NA,NA,NA,0
Alexis Diaz,4905920,11,3,142,142,NA,NA,Free Agent,0,0,NA,NA,NA,0
Dylan Floro,33852,13,3,142,142,NA,NA,Free Agent,-5,1,0,0,1,-5
Evan Phillips,37911,12,5,142,144,NA,NA,Free Agent,3,1,0,0,1,3
Fernando Tatis Jr.,35983,11,1,142,143,NA,NA,Free Agent,0,0,NA,NA,NA,0
Jakob Junis,36056,12,2,142,153,NA,NA,Free Agent,0,2,0,1,0,0
Joc Pederson,31392,7,2,142,153,NA,NA,Free Agent,10,3,1,0,0,3.3333333333333335
Jose Leclerc,33926,14,1,142,148,NA,NA,Free Agent,18.5,4,0,0,1,4.625
Lou Trivino,35844,11,5,142,143,NA,NA,Free Agent,3.5,1,0,0,1,3.5
Nick Martinez,33372,12,3,142,143,NA,NA,Free Agent,6,1,0,0,1,6
Tanner Scott,35135,11,5,142,142,NA,NA,Free Agent,-7,1,0,0,1,-7
David Peterson,40921,6,4,143,143,NA,NA,Free Agent,26,1,0,1,0,26
Domingo German,33660,11,1,143,143,NA,NA,Free Agent,29.5,1,0,1,0,29.5
Jose Berrios,32811,13,1,143,153,NA,NA,Free Agent,14.5,2,0,1,0,7.25
Kendall Graveman,33636,13,8,143,144,NA,NA,Free Agent,-1,1,0,0,1,-1
Luis Garcia,33089,13,2,143,144,NA,NA,Free Agent,6,1,0,0,1,6
Oswaldo Cabrera,40835,11,1,143,143,NA,NA,Free Agent,0,0,1,0,0,0
Adam Cimber,35780,11,4,144,144,NA,NA,Free Agent,-3,1,0,0,1,-3
AJ Pollock,30699,6,3,144,144,NA,NA,Free Agent,1,1,1,0,0,1
Clarke Schmidt,41085,11,2,144,144,NA,NA,Free Agent,3.5,1,0,1,0,3.5
Domingo German,33660,14,1,144,153,NA,NA,Free Agent,15,1,0,1,0,15
Hector Neris,32377,11,5,144,144,NA,NA,Free Agent,7,1,0,0,1,7
James Karinchak,40715,12,4,144,144,NA,NA,Free Agent,0,0,NA,NA,NA,0
Kyle Finnegan,36543,11,2,144,144,NA,NA,Free Agent,7,1,0,0,1,7
Pete Fairbanks,42180,12,2,144,153,NA,NA,Free Agent,23,4,0,0,1,5.75
Trent Grisham,34995,13,6,144,146,NA,NA,Free Agent,8.5,3,1,0,0,2.8333333333333335
Zach Davies,33829,9,3,144,144,NA,NA,Free Agent,11,1,0,1,0,11
Alex Verdugo,33786,7,0,145,153,11,13,Trade,33.5,8,1,0,0,4.1875
Brendan Donovan,41773,13,3,145,147,NA,NA,Free Agent,4.5,3,1,0,0,1.5
Cedric Mullins,35578,11,0,145,153,7,13,Trade,18,8,1,0,0,2.25
Dean Kremer,38295,9,1,145,153,NA,NA,Free Agent,0,0,0,1,0,0
Franmil Reyes,33339,6,9,145,153,NA,NA,Free Agent,16,6,1,0,0,2.6666666666666665
Harold Castro,32521,8,1,145,153,NA,NA,Free Agent,10.5,7,1,0,0,1.5
Jack Flaherty,33837,9,2,145,153,NA,NA,Free Agent,12,1,0,1,0,12
Joey Gallo,32818,13,2,145,153,NA,NA,Free Agent,4.5,7,1,0,0,0.6428571428571429
Jose Alvarado,36063,13,1,145,145,NA,NA,Free Agent,2.5,1,0,0,1,2.5
Jose Urena,33107,12,1,145,151,NA,NA,Free Agent,10,1,0,1,0,10
Keston Hiura,39879,8,1,145,153,NA,NA,Free Agent,10.5,7,1,0,0,1.5
Nestor Cortes,36480,7,0,145,153,11,13,Trade,0,0,NA,NA,NA,0
Nick Lodolo,42433,13,3,145,153,NA,NA,Free Agent,29.5,1,0,1,0,29.5
Steven Okert,33716,13,1,145,145,NA,NA,Free Agent,3,1,0,0,1,3
Taijuan Walker,31864,12,6,145,153,NA,NA,Free Agent,8,1,0,1,0,8
Thairo Estrada,36485,11,1,145,153,7,13,Trade,22.5,6,1,0,0,3.75
William Contreras,39895,8,6,145,153,NA,NA,Free Agent,0.5,3,1,0,0,0.16666666666666666
Brooks Raley,32005,13,1,146,146,NA,NA,Free Agent,3,1,0,0,1,3
Lou Trivino,35844,11,6,146,150,NA,NA,Free Agent,6.5,2,0,0,1,3.25
Matt Barnes,32147,11,4,146,148,NA,NA,Free Agent,1,2,0,0,1,0.5
Oneil Cruz,39712,13,2,146,147,NA,NA,Free Agent,4,2,1,0,0,2
Will Smith,31549,11,5,146,148,NA,NA,Free Agent,5,1,0,0,1,5
Zach Jackson,36002,13,3,146,146,NA,NA,Free Agent,0,0,NA,NA,NA,0
Adam Frazier,33546,13,4,147,147,NA,NA,Free Agent,3.5,1,1,0,0,3.5
Christian Vazquez,31389,13,1,147,147,NA,NA,Free Agent,1.5,1,1,0,0,1.5
Corbin Carroll,42404,2,1,147,153,NA,NA,Free Agent,1.5,4,1,0,0,0.375
Gunnar Henderson,42507,11,1,147,153,NA,NA,Free Agent,15,7,1,0,0,2.142857142857143
Jalen Beeks,36723,13,2,147,147,NA,NA,Free Agent,7,1,0,0,1,7
Kendall Graveman,33636,13,9,147,147,NA,NA,Free Agent,6,1,0,0,1,6
Michael Conforto,33711,11,1,147,148,NA,NA,Free Agent,0,0,NA,NA,NA,0
Tony Gonsolin,38958,2,4,147,153,NA,NA,Free Agent,0,0,NA,NA,NA,0
Aaron Civale,40934,8,2,148,148,NA,NA,Free Agent,0,0,NA,NA,NA,0
Elvis Andrus,29515,6,1,148,148,NA,NA,Free Agent,4.5,1,1,0,0,4.5
Ian Kennedy,28864,13,1,148,149,NA,NA,Free Agent,6,1,0,0,1,6
John Schreiber,39949,13,3,148,148,NA,NA,Free Agent,1.5,1,0,0,1,1.5
Nelson Cruz,6242,13,2,148,148,NA,NA,Free Agent,4,1,1,0,0,4
Ramon Urias,40610,13,1,148,148,NA,NA,Free Agent,2,1,1,0,0,2
Riley Greene,42179,13,3,148,150,NA,NA,Free Agent,3.5,3,1,0,0,1.1666666666666667
Ryan McMahon,33247,13,2,148,149,NA,NA,Free Agent,0,2,1,0,0,0
Travis d'Arnaud,29951,7,3,148,153,NA,NA,Free Agent,16.5,4,1,0,0,4.125
David Peterson,40921,8,5,149,153,NA,NA,Free Agent,8.5,1,0,1,0,8.5
Evan Phillips,37911,11,6,149,153,NA,NA,Free Agent,-0.5,1,0,0,1,-0.5
Hector Neris,32377,13,6,149,149,NA,NA,Free Agent,5.5,1,0,0,1,5.5
J.P. Crawford,33210,13,1,149,153,NA,NA,Free Agent,9,4,1,0,0,2.25
Jake McCarthy,41197,14,1,149,153,NA,NA,Free Agent,14,3,1,0,0,4.666666666666667
James Karinchak,40715,11,5,149,150,NA,NA,Free Agent,2,1,0,0,1,2
Jon Berti,32273,6,4,149,153,NA,NA,Free Agent,0,0,NA,NA,NA,0
Nick Martinez,33372,14,4,149,153,NA,NA,Free Agent,-3.5,1,0,0,1,-3.5
Oswald Peraza,42479,11,2,149,153,NA,NA,Free Agent,-0.5,2,1,0,0,-0.25
Yasmani Grandal,30950,13,3,149,153,NA,NA,Free Agent,9,3,1,0,0,3
Brad Boxberger,31495,13,3,150,150,NA,NA,Free Agent,-2,1,0,0,1,-2
Brooks Raley,32005,13,2,150,150,NA,NA,Free Agent,0,0,NA,NA,NA,0
Bryan Reynolds,38980,11,0,150,153,14,14,Trade,0.5,2,1,0,0,0.25
Carlos Carrasco,28968,6,1,150,153,NA,NA,Free Agent,1,1,0,1,0,1
Jeimer Candelario,32531,13,1,150,150,NA,NA,Free Agent,-0.5,1,1,0,0,-0.5
Max Fried,32685,11,0,150,153,14,14,Trade,20.5,1,0,1,0,20.5
Spenser Watkins,41567,13,1,150,153,NA,NA,Free Agent,0.5,1,0,1,0,0.5
Trea Turner,33710,14,0,150,153,11,14,Trade,9,3,1,0,0,3
Yu Darvish,32055,14,0,150,153,11,14,Trade,0,0,NA,NA,NA,0
Alexis Diaz,4905920,13,4,151,153,NA,NA,Free Agent,0,0,NA,NA,NA,0
Carlos Estevez,34861,13,1,151,153,NA,NA,Free Agent,-0.5,1,0,0,1,-0.5
Fernando Tatis Jr.,35983,11,2,151,153,NA,NA,Free Agent,0,0,NA,NA,NA,0
Joey Meneses,34534,14,1,151,153,NA,NA,Free Agent,4.5,2,1,0,0,2.25
Kyle Farmer,33287,13,6,151,153,NA,NA,Free Agent,1.5,2,1,0,0,0.75
Ramon Urias,40610,2,2,151,152,NA,NA,Free Agent,3,3,1,0,0,1
Tanner Scott,35135,11,6,151,153,NA,NA,Free Agent,0,0,NA,NA,NA,0
TJ Friedl,36020,13,1,151,153,NA,NA,Free Agent,16,2,1,0,0,8
Zack Thompson,42485,11,1,151,153,NA,NA,Free Agent,1.5,1,0,0,1,1.5
Michael Wacha,32640,14,7,152,153,NA,NA,Free Agent,0,0,0,1,0,0
Edward Cabrera,40944,7,4,153,153,NA,NA,Free Agent,0,0,NA,NA,NA,0
Ryan McMahon,33247,2,3,153,153,NA,NA,Free Agent,0,0,NA,NA,NA,0
