points,played,start,relief,relief_start,qs,save,home_runs,player,player_id,team_id,game_id,scoring_period_id,matchup_id,eligible_slots,lineup_id,in_lineup,pitcher,batter,season,playoffs
5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Rafael Devers,33859,8,2,1,1,3/7/19/12/16/17,3,TRUE,FALSE,TRUE,2023,FALSE
6,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,Max Fried,32685,8,2,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
9,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Will Smith,38309,8,2,1,1,0/11/12/16/17,0,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Emmanuel Clase,41743,8,2,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
2,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Christian Walker,32758,8,2,1,1,1/7/19/12/16/17,1,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,George Kirby,42406,8,2,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
4.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Adolis Garcia,35537,8,2,1,1,9/10/5/11/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
-2,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jazz Chisholm Jr.,41433,8,2,1,1,2/6/19/12/16/17,2,TRUE,FALSE,TRUE,2023,FALSE
-1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Teoscar Hernandez,33377,8,2,1,1,10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Starling Marte,30830,8,2,1,1,10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jesus Luzardo,39667,8,2,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
7.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,Tyler O'Neill,34168,8,2,1,1,8/9/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
3.5,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,Felix Bautista,4905859,8,2,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Reid Detmers,4326697,8,2,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
4,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Seth Brown,35676,8,2,1,1,1/7/19/8/10/5/12/16/17,7,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Clay Holmes,32827,8,2,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
7,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,David Bednar,38303,8,2,1,1,13/15/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Thairo Estrada,36485,8,2,1,1,2/4/6/19/12/16/17,6,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Garrett Whitlock,39674,8,2,1,1,13/14/15/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
4.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Charlie Blackmon,31084,8,2,1,1,10/5/11/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
11,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,Brendan Donovan,41773,8,2,1,1,2/3/6/7/19/10/5/12/16/17,12,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Justin Steele,41022,8,2,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Wil Myers,31265,8,2,1,1,1/7/19/10/5/12/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
5.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Vladimir Guerrero Jr.,35002,13,3,1,1,1/7/19/11/12/16/17,1,TRUE,FALSE,TRUE,2023,FALSE
1.5,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,Jacob deGrom,32796,13,3,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
-1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Alex Bregman,34886,13,3,1,1,3/7/19/12/16/17,3,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Fernando Tatis Jr.,35983,13,3,1,1,4/6/19/12/16/17/10/5,16,FALSE,FALSE,FALSE,2023,FALSE
2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Bryan Reynolds,38980,13,3,1,1,9/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Nick Lodolo,42433,13,3,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Carlos Correa,32653,13,3,1,1,4/6/19/12/16/17,6,TRUE,FALSE,TRUE,2023,FALSE
-1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Eloy Jimenez,33867,13,3,1,1,8/5/11/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
5.5,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,Hunter Greene,39635,13,3,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Anthony Rizzo,30782,13,3,1,1,1/7/19/12/16/17,7,TRUE,FALSE,TRUE,2023,FALSE
1.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Christian Yelich,31283,13,3,1,1,8/5/11/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Ketel Marte,32512,13,3,1,1,2/6/19/11/12/16/17,2,TRUE,FALSE,TRUE,2023,FALSE
5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Tim Anderson,33184,13,3,1,1,4/6/19/12/16/17,4,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jon Gray,33203,13,3,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Seiya Suzuki,4142424,13,3,1,1,10/5/12/16/17,17,FALSE,FALSE,FALSE,2023,FALSE
2,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Joey Meneses,34534,13,3,1,1,1/7/19/10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
-2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Ramon Laureano,35142,13,3,1,1,9/10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
-0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Joc Pederson,31392,13,3,1,1,8/5/12/16/17,12,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Martin Perez,31098,13,3,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
3,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Keibert Ruiz,38827,13,3,1,1,0/12/16/17,0,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Shintaro Fujinami,4142398,13,3,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
-0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Yoan Moncada,33984,13,3,1,1,3/7/19/12/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Alex Lange,40976,13,3,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Giovanny Gallegos,36050,13,3,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
-7,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,James Karinchak,40715,13,3,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Brett Baty,42414,13,3,1,1,3/7/19/12/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
1.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Mookie Betts,33039,4,4,1,1,10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,Aaron Nola,33709,4,4,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Marcus Semien,32146,4,4,1,1,2/6/19/12/16/17,2,TRUE,FALSE,TRUE,2023,FALSE
6.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Paul Goldschmidt,31027,4,4,1,1,1/7/19/11/12/16/17,1,TRUE,FALSE,TRUE,2023,FALSE
14,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,Adley Rutschman,42178,4,4,1,1,0/11/12/16/17,0,TRUE,FALSE,TRUE,2023,FALSE
17,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,Logan Webb,41216,4,4,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Charlie Morton,29155,4,4,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Michael Harris II,42470,4,4,1,1,9/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
-2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Max Muncy,33303,4,4,1,1,2/3/6/7/19/11/12/16/17,7,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jordan Montgomery,38173,4,4,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
0,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Amed Rosario,33215,4,4,1,1,4/6/19/12/16/17,4,TRUE,FALSE,TRUE,2023,FALSE
5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Alex Verdugo,33786,4,4,1,1,8/10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
2,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jose Miranda,41000,4,4,1,1,1/3/7/19/11/12/16/17,3,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Raisel Iglesias,33618,4,4,1,1,13/15/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jeffrey Springs,35397,4,4,1,1,13/14/15/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
0,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Luis Urias,35383,4,4,1,1,2/3/4/6/7/19/12/16/17,6,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Andrew Heaney,32672,4,4,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Lance McCullers Jr.,32764,4,4,1,1,13/14/16/17,17,FALSE,FALSE,FALSE,2023,FALSE
-1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Ke'Bryan Hayes,35020,4,4,1,1,3/7/19/12/16/17,12,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Oscar Gonzalez,39400,4,4,1,1,10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Michael Kopech,33763,4,4,1,1,13/14/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
2.5,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,Jose Leclerc,33926,4,4,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
2,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Isaac Paredes,39706,4,4,1,1,1/2/3/6/7/19/12/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
-3,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,Kyle Finnegan,36543,4,4,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,John Schreiber,39949,4,4,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Lane Thomas,36409,4,4,1,1,8/9/10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
29.5,0,TRUE,FALSE,FALSE,TRUE,FALSE,0,Shohei Ohtani,39832,2,5,1,1,11/12/13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
24.5,0,TRUE,FALSE,FALSE,TRUE,FALSE,0,Shane McClanahan,41199,2,5,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Pete Alonso,37498,2,5,1,1,1/7/19/11/12/16/17,1,TRUE,FALSE,TRUE,2023,FALSE
12.5,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,Framber Valdez,36581,2,5,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
7,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,Wander Franco,40929,2,5,1,1,4/6/19/12/16/17,4,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Carlos Rodon,33696,2,5,1,1,13/14/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
7,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Brandon Nimmo,32159,2,5,1,1,9/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Joe Musgrove,34848,2,5,1,1,13/14/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Tyler Glasnow,33190,2,5,1,1,13/14/16/17,17,FALSE,FALSE,FALSE,2023,FALSE
2.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Alejandro Kirk,42081,2,5,1,1,0/11/12/16/17,0,TRUE,FALSE,TRUE,2023,FALSE
11,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,Ty France,35591,2,5,1,1,1/7/19/12/16/17,7,TRUE,FALSE,TRUE,2023,FALSE
0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Yandy Diaz,33481,2,5,1,1,3/7/19/12/16/17,3,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jorge Polanco,32525,2,5,1,1,2/6/19/12/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
-5.5,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,Ryan Helsley,39909,2,5,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
-1.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jake McCarthy,41197,2,5,1,1,8/10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
5.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jonathan India,41171,2,5,1,1,2/6/19/12/16/17,6,TRUE,FALSE,TRUE,2023,FALSE
4,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Austin Meadows,33197,2,5,1,1,10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Eric Lauer,39915,2,5,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
2,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,Pete Fairbanks,42180,2,5,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
2,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Trey Mancini,33351,2,5,1,1,1/7/19/8/5/11/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Dustin May,40937,2,5,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
4.5,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,Jason Adam,32145,2,5,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
-1.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Manuel Margot,33599,2,5,1,1,10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
0,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Spencer Torkelson,4424286,2,5,1,1,1/7/19/12/16/17,12,TRUE,FALSE,TRUE,2023,FALSE
-0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jon Berti,32273,2,5,1,1,2/3/6/7/19/12/16/17,2,TRUE,FALSE,TRUE,2023,FALSE
0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Lourdes Gurriel Jr.,36040,2,5,1,1,8/5/12/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
7,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,Aaron Judge,33192,14,6,1,1,9/10/5/11/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
29.5,0,TRUE,FALSE,FALSE,TRUE,FALSE,0,Dylan Cease,34943,14,6,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Kevin Gausman,32667,14,6,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
-7,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,Alek Manoah,42436,14,6,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Robbie Ray,32175,14,6,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Vinnie Pasquantino,4109109,14,6,1,1,1/7/19/11/12/16/17,1,TRUE,FALSE,TRUE,2023,FALSE
-0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Steven Kwan,41996,14,6,1,1,8/10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Kyle Wright,39652,14,6,1,1,13/14/16/17,17,FALSE,FALSE,FALSE,2023,FALSE
1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Josh Bell,32517,14,6,1,1,1/7/19/11/12/16/17,7,TRUE,FALSE,TRUE,2023,FALSE
0,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Corbin Carroll,42404,14,6,1,1,8/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
2,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Gunnar Henderson,42507,14,6,1,1,3/7/19/12/16/17,3,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jose Berrios,32811,14,6,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Josh Hader,32760,14,6,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
-2.5,0,FALSE,TRUE,FALSE,FALSE,FALSE,0,Ryan Pressly,33072,14,6,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
-0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Andres Gimenez,37729,14,6,1,1,2/6/19/12/16/17,2,TRUE,FALSE,TRUE,2023,FALSE
-0.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Tyler Stephenson,34975,14,6,1,1,0/12/16/17,0,TRUE,FALSE,TRUE,2023,FALSE
-3.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,CJ Abrams,42402,14,6,1,1,4/6/19/12/16/17,4,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Scott Barlow,32156,14,6,1,1,13/15/16/17,15,TRUE,TRUE,FALSE,2023,FALSE
1.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jordan Walker,4684778,14,6,1,1,3/7/19/12/16/17,12,TRUE,FALSE,TRUE,2023,FALSE
1.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Javier Baez,32127,14,6,1,1,4/6/19/12/16/17,6,TRUE,FALSE,TRUE,2023,FALSE
1.5,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jorge Soler,32558,14,6,1,1,8/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Trevor Rogers,39640,14,6,1,1,13/14/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
0,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Bryan De La Cruz,40787,14,6,1,1,8/9/10/5/12/16/17,5,TRUE,FALSE,TRUE,2023,FALSE
18,0,TRUE,FALSE,FALSE,TRUE,FALSE,0,German Marquez,34874,14,6,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,Jose Urquidy,35759,14,6,1,1,13/14/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
8,0,FALSE,TRUE,FALSE,FALSE,TRUE,0,David Robertson,29172,14,6,1,1,13/15/16/17,16,FALSE,FALSE,FALSE,2023,FALSE
30,0,TRUE,FALSE,FALSE,TRUE,FALSE,0,Gerrit Cole,32081,12,1,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Manny Machado,31097,12,1,1,1,3/7/19/12/16/17,3,TRUE,FALSE,TRUE,2023,FALSE
28,0,TRUE,FALSE,FALSE,TRUE,FALSE,0,Luis Castillo,35124,12,1,1,1,13/14/16/17,14,TRUE,TRUE,FALSE,2023,FALSE
3,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,Matt Olson,32767,12,1,1,1,1/7/19/12/16/17,1,TRUE,FALSE,TRUE,2023,FALSE
