team_id,total_points,batting_points,pitching_points,team,matchup_id,game_id,adj_pts,adj_batting_pts,adj_pitching_pts,team_id_opp,total_points_opp,batting_points_opp,pitching_points_opp,team_opp,adj_pts_opp,adj_batting_pts_opp,adj_pitching_pts_opp,overall_rank,batting_rank,pitching_rank
4,NA,NA,NA,All That is Wright,12,70,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,10,10,10
2,NA,NA,NA,Framber Valdez Oil Spill,12,71,NA,NA,NA,1,NA,NA,NA,Yosemite Yeshivas,NA,NA,NA,11,11,11
14,NA,NA,NA,Freedom of the Pressly,12,72,NA,NA,NA,9,NA,NA,NA,Don Julios,NA,NA,NA,12,12,12
12,NA,NA,NA,Blasphemous Hot Takes,13,73,NA,NA,NA,7,NA,NA,NA,Cron's Disease,NA,NA,NA,7,7,7
11,NA,NA,NA,The West Bank Occupiers,13,74,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,8,8,8
6,NA,NA,NA,The Novaks,13,75,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,9,9,9
1,NA,NA,NA,Yosemite Yeshivas,13,76,NA,NA,NA,13,NA,NA,NA,Ketel of Fish,NA,NA,NA,10,10,10
9,NA,NA,NA,Don Julios,13,77,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,11,11,11
14,NA,NA,NA,Freedom of the Pressly,13,78,NA,NA,NA,2,NA,NA,NA,Framber Valdez Oil Spill,NA,NA,NA,12,12,12
11,NA,NA,NA,The West Bank Occupiers,14,79,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,7,7,7
7,NA,NA,NA,Cron's Disease,14,80,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,8,8,8
5,NA,NA,NA,The Traveling Secretaries,14,81,NA,NA,NA,1,NA,NA,NA,Yosemite Yeshivas,NA,NA,NA,9,9,9
8,NA,NA,NA,Mt. Everest Taquito Farmers,14,82,NA,NA,NA,9,NA,NA,NA,Don Julios,NA,NA,NA,10,10,10
13,NA,NA,NA,Ketel of Fish,14,83,NA,NA,NA,14,NA,NA,NA,Freedom of the Pressly,NA,NA,NA,11,11,11
4,NA,NA,NA,All That is Wright,14,84,NA,NA,NA,2,NA,NA,NA,Framber Valdez Oil Spill,NA,NA,NA,12,12,12
12,NA,NA,NA,Blasphemous Hot Takes,15,85,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,7,7,7
1,NA,NA,NA,Yosemite Yeshivas,15,86,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,8,8,8
9,NA,NA,NA,Don Julios,15,87,NA,NA,NA,7,NA,NA,NA,Cron's Disease,NA,NA,NA,9,9,9
14,NA,NA,NA,Freedom of the Pressly,15,88,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,10,10,10
2,NA,NA,NA,Framber Valdez Oil Spill,15,89,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,11,11,11
4,NA,NA,NA,All That is Wright,15,90,NA,NA,NA,13,NA,NA,NA,Ketel of Fish,NA,NA,NA,12,12,12
1,NA,NA,NA,Yosemite Yeshivas,16,91,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,7,7,7
6,NA,NA,NA,The Novaks,16,92,NA,NA,NA,9,NA,NA,NA,Don Julios,NA,NA,NA,8,8,8
11,NA,NA,NA,The West Bank Occupiers,16,93,NA,NA,NA,14,NA,NA,NA,Freedom of the Pressly,NA,NA,NA,9,9,9
7,NA,NA,NA,Cron's Disease,16,94,NA,NA,NA,2,NA,NA,NA,Framber Valdez Oil Spill,NA,NA,NA,10,10,10
5,NA,NA,NA,The Traveling Secretaries,16,95,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,11,11,11
8,NA,NA,NA,Mt. Everest Taquito Farmers,16,96,NA,NA,NA,13,NA,NA,NA,Ketel of Fish,NA,NA,NA,12,12,12
12,NA,NA,NA,Blasphemous Hot Takes,17,97,NA,NA,NA,9,NA,NA,NA,Don Julios,NA,NA,NA,7,7,7
14,NA,NA,NA,Freedom of the Pressly,17,98,NA,NA,NA,1,NA,NA,NA,Yosemite Yeshivas,NA,NA,NA,8,8,8
2,NA,NA,NA,Framber Valdez Oil Spill,17,99,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,9,9,9
4,NA,NA,NA,All That is Wright,17,100,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,10,10,10
13,NA,NA,NA,Ketel of Fish,17,101,NA,NA,NA,7,NA,NA,NA,Cron's Disease,NA,NA,NA,11,11,11
8,NA,NA,NA,Mt. Everest Taquito Farmers,17,102,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,12,12,12
14,NA,NA,NA,Freedom of the Pressly,18,103,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,7,7,7
9,NA,NA,NA,Don Julios,18,104,NA,NA,NA,2,NA,NA,NA,Framber Valdez Oil Spill,NA,NA,NA,8,8,8
1,NA,NA,NA,Yosemite Yeshivas,18,105,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,9,9,9
6,NA,NA,NA,The Novaks,18,106,NA,NA,NA,13,NA,NA,NA,Ketel of Fish,NA,NA,NA,10,10,10
11,NA,NA,NA,The West Bank Occupiers,18,107,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,11,11,11
7,NA,NA,NA,Cron's Disease,18,108,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,12,12,12
12,NA,NA,NA,Blasphemous Hot Takes,19,109,NA,NA,NA,2,NA,NA,NA,Framber Valdez Oil Spill,NA,NA,NA,7,7,7
4,NA,NA,NA,All That is Wright,19,110,NA,NA,NA,14,NA,NA,NA,Freedom of the Pressly,NA,NA,NA,8,8,8
13,NA,NA,NA,Ketel of Fish,19,111,NA,NA,NA,9,NA,NA,NA,Don Julios,NA,NA,NA,9,9,9
8,NA,NA,NA,Mt. Everest Taquito Farmers,19,112,NA,NA,NA,1,NA,NA,NA,Yosemite Yeshivas,NA,NA,NA,10,10,10
5,NA,NA,NA,The Traveling Secretaries,19,113,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,11,11,11
7,NA,NA,NA,Cron's Disease,19,114,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,12,12,12
4,NA,NA,NA,All That is Wright,20,115,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,7,7,7
2,NA,NA,NA,Framber Valdez Oil Spill,20,116,NA,NA,NA,13,NA,NA,NA,Ketel of Fish,NA,NA,NA,8,8,8
14,NA,NA,NA,Freedom of the Pressly,20,117,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,9,9,9
9,NA,NA,NA,Don Julios,20,118,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,10,10,10
1,NA,NA,NA,Yosemite Yeshivas,20,119,NA,NA,NA,7,NA,NA,NA,Cron's Disease,NA,NA,NA,11,11,11
6,NA,NA,NA,The Novaks,20,120,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,12,12,12
