team_id,ip,earned_runs,n,start_type,team
8,6.0,3,1,QS,Mt. Everest Taquito Farmers
9,3.0,5,1,Bad Start,Takin' Care of Rizzness
9,4.0,3,1,Bad Start,Takin' Care of Rizzness
9,4.1,2,2,Bad Start,Takin' Care of Rizzness
9,4.2,6+,1,Bad Start,Takin' Care of Rizzness
9,5.0,2,1,QS Potential,Takin' Care of Rizzness
9,5.0,3,1,QS Potential,Takin' Care of Rizzness
9,5.0,4,2,Bad Start,Takin' Care of Rizzness
9,5.0,5,1,Bad Start,Takin' Care of Rizzness
9,5.1,2,1,QS Potential,Takin' Care of Rizzness
9,5.1,3,1,QS Potential,Takin' Care of Rizzness
9,5.2,6+,1,Bad Start,Takin' Care of Rizzness
9,6.0,0,4,QS,Takin' Care of Rizzness
9,6.0,1,1,QS,Takin' Care of Rizzness
9,6.0,2,2,QS,Takin' Care of Rizzness
9,6.0,6+,1,Bad Start,Takin' Care of Rizzness
9,6.1,1,1,QS,Takin' Care of Rizzness
9,6.1,3,1,QS,Takin' Care of Rizzness
9,6.2,1,1,QS,Takin' Care of Rizzness
9,7.0,0,2,QS,Takin' Care of Rizzness
9,7.0,3,1,QS,Takin' Care of Rizzness
9,< 3,0,1,Bad Start,Takin' Care of Rizzness
9,< 3,5,1,Bad Start,Takin' Care of Rizzness
9,> 7,0,1,QS,Takin' Care of Rizzness
11,3.1,4,1,Bad Start,The West Bank Occupiers
11,4.0,0,1,Bad Start,The West Bank Occupiers
11,4.0,5,1,Bad Start,The West Bank Occupiers
11,4.1,0,1,Bad Start,The West Bank Occupiers
11,4.1,3,1,Bad Start,The West Bank Occupiers
11,4.2,4,1,Bad Start,The West Bank Occupiers
11,4.2,5,1,Bad Start,The West Bank Occupiers
11,5.0,0,1,QS Potential,The West Bank Occupiers
11,5.0,1,3,QS Potential,The West Bank Occupiers
11,5.0,2,1,QS Potential,The West Bank Occupiers
11,5.0,3,1,QS Potential,The West Bank Occupiers
11,5.1,2,1,QS Potential,The West Bank Occupiers
11,5.2,0,2,Blue Balls,The West Bank Occupiers
11,5.2,4,1,Bad Start,The West Bank Occupiers
11,5.2,6+,1,Bad Start,The West Bank Occupiers
11,6.0,0,2,QS,The West Bank Occupiers
11,6.0,2,3,QS,The West Bank Occupiers
11,6.0,5,1,Bad Start,The West Bank Occupiers
11,6.2,1,1,QS,The West Bank Occupiers
11,7.0,0,1,QS,The West Bank Occupiers
11,7.0,1,3,QS,The West Bank Occupiers
11,7.0,2,1,QS,The West Bank Occupiers
12,4.0,1,1,Bad Start,Blasphemous Hot Takes
12,4.1,6+,1,Bad Start,Blasphemous Hot Takes
12,5.1,2,2,QS Potential,Blasphemous Hot Takes
12,5.1,3,1,QS Potential,Blasphemous Hot Takes
12,5.1,4,1,Bad Start,Blasphemous Hot Takes
12,5.2,0,1,Blue Balls,Blasphemous Hot Takes
12,5.2,1,1,Blue Balls,Blasphemous Hot Takes
12,5.2,4,3,Bad Start,Blasphemous Hot Takes
12,6.0,0,2,QS,Blasphemous Hot Takes
12,6.0,1,1,QS,Blasphemous Hot Takes
12,6.0,2,3,QS,Blasphemous Hot Takes
12,6.0,4,1,QS Potential,Blasphemous Hot Takes
12,6.0,5,1,Bad Start,Blasphemous Hot Takes
12,6.0,6+,1,Bad Start,Blasphemous Hot Takes
12,6.2,1,1,QS,Blasphemous Hot Takes
12,7.0,0,1,QS,Blasphemous Hot Takes
12,7.0,1,1,QS,Blasphemous Hot Takes
12,7.0,2,1,QS,Blasphemous Hot Takes
12,7.0,3,1,QS,Blasphemous Hot Takes
12,7.0,4,1,QS Potential,Blasphemous Hot Takes
12,7.0,5,1,Bad Start,Blasphemous Hot Takes
12,> 7,1,2,QS,Blasphemous Hot Takes
12,> 7,2,1,QS,Blasphemous Hot Takes
12,CG,0,1,CG,Blasphemous Hot Takes
13,3.2,0,1,Bad Start,Ketel Bells
13,3.2,5,1,Bad Start,Ketel Bells
13,3.2,6+,1,Bad Start,Ketel Bells
13,4.0,3,1,Bad Start,Ketel Bells
13,4.1,3,1,Bad Start,Ketel Bells
13,4.1,6+,1,Bad Start,Ketel Bells
13,4.2,2,1,Bad Start,Ketel Bells
13,5.0,1,2,QS Potential,Ketel Bells
13,5.0,3,2,QS Potential,Ketel Bells
13,5.0,4,2,Bad Start,Ketel Bells
13,5.1,3,1,QS Potential,Ketel Bells
13,5.2,0,1,Blue Balls,Ketel Bells
13,5.2,3,1,Blue Balls,Ketel Bells
13,6.0,0,4,QS,Ketel Bells
13,6.0,1,2,QS,Ketel Bells
13,6.0,2,1,QS,Ketel Bells
13,6.1,1,1,QS,Ketel Bells
13,7.0,0,1,QS,Ketel Bells
13,7.0,1,1,QS,Ketel Bells
13,< 3,6+,1,Bad Start,Ketel Bells
13,> 7,0,1,QS,Ketel Bells
13,> 7,1,1,QS,Ketel Bells
14,3.2,5,1,Bad Start,Elly De La Snooze
14,3.2,6+,1,Bad Start,Elly De La Snooze
14,4.0,4,1,Bad Start,Elly De La Snooze
14,4.0,5,1,Bad Start,Elly De La Snooze
14,4.1,1,1,Bad Start,Elly De La Snooze
14,4.2,1,1,Bad Start,Elly De La Snooze
14,5.0,1,2,QS Potential,Elly De La Snooze
14,5.0,4,1,Bad Start,Elly De La Snooze
14,5.1,3,2,QS Potential,Elly De La Snooze
14,5.2,0,1,Blue Balls,Elly De La Snooze
14,5.2,2,2,Blue Balls,Elly De La Snooze
14,5.2,3,1,Blue Balls,Elly De La Snooze
14,6.0,1,4,QS,Elly De La Snooze
14,6.0,2,1,QS,Elly De La Snooze
14,6.1,0,1,QS,Elly De La Snooze
14,6.1,2,1,QS,Elly De La Snooze
14,6.2,0,1,QS,Elly De La Snooze
14,7.0,0,1,QS,Elly De La Snooze
14,7.0,1,1,QS,Elly De La Snooze
14,< 3,5,1,Bad Start,Elly De La Snooze
