lineup_id,position,player,player_id,team_id,points,ppg,matchup_id
5,OF,Juan Soto,36969,7,8.5,4.25,6
6,2B/SS,Willy Adames,33675,1,11.5,5.75,6
7,1B/3B,Justin Turner,29607,5,11.5,5.75,6
12,UTIL,Gunnar Henderson,42507,11,9,4.5,6
14,SP,Jack Flaherty,33837,9,36.5,36.5,6
14,SP,Nick Lodolo,42433,13,33,33,6
14,SP,Bryce Miller,4654313,14,31.5,31.5,6
14,SP,Luis Castillo,35124,4,29.5,29.5,6
14,SP,Luis Severino,33263,5,29.5,29.5,6
14,SP,Max Fried,32685,7,29,29,6
15,RP,Andres Munoz,40939,12,9.5,9.5,6
15,RP,Mason Miller,4730225,2,9,9,6
15,RP,Josh Hader,32760,5,8.5,8.5,6
