team_id,ip,earned_runs,n,start_type,team
2,3.0,6+,2,Bad Start,Sac Fly by the Rook
2,3.1,4,1,Bad Start,Sac Fly by the Rook
2,3.1,6+,1,Bad Start,Sac Fly by the Rook
2,3.2,5,1,Bad Start,Sac Fly by the Rook
2,3.2,6+,1,Bad Start,Sac Fly by the Rook
2,4.0,0,1,Bad Start,Sac Fly by the Rook
2,4.0,1,1,Bad Start,Sac Fly by the Rook
2,4.0,3,2,Bad Start,Sac Fly by the Rook
2,4.0,4,3,Bad Start,Sac Fly by the Rook
2,4.0,5,3,Bad Start,Sac Fly by the Rook
2,4.0,6+,1,Bad Start,Sac Fly by the Rook
2,4.1,1,1,Bad Start,Sac Fly by the Rook
2,4.1,2,1,Bad Start,Sac Fly by the Rook
2,4.1,3,1,Bad Start,Sac Fly by the Rook
2,4.1,4,3,Bad Start,Sac Fly by the Rook
2,4.1,5,2,Bad Start,Sac Fly by the Rook
2,4.1,6+,1,Bad Start,Sac Fly by the Rook
2,4.2,0,1,Bad Start,Sac Fly by the Rook
2,4.2,3,3,Bad Start,Sac Fly by the Rook
2,4.2,6+,1,Bad Start,Sac Fly by the Rook
2,5.0,0,6,QS Potential,Sac Fly by the Rook
2,5.0,1,7,QS Potential,Sac Fly by the Rook
2,5.0,2,5,QS Potential,Sac Fly by the Rook
2,5.0,3,10,QS Potential,Sac Fly by the Rook
2,5.0,4,8,Bad Start,Sac Fly by the Rook
2,5.0,5,5,Bad Start,Sac Fly by the Rook
2,5.0,6+,5,Bad Start,Sac Fly by the Rook
2,5.1,0,1,QS Potential,Sac Fly by the Rook
2,5.1,1,2,QS Potential,Sac Fly by the Rook
2,5.1,3,3,QS Potential,Sac Fly by the Rook
2,5.1,5,2,Bad Start,Sac Fly by the Rook
2,5.1,6+,1,Bad Start,Sac Fly by the Rook
2,5.2,0,1,Blue Balls,Sac Fly by the Rook
2,5.2,1,1,Blue Balls,Sac Fly by the Rook
2,5.2,2,2,Blue Balls,Sac Fly by the Rook
2,5.2,4,2,Bad Start,Sac Fly by the Rook
2,5.2,5,3,Bad Start,Sac Fly by the Rook
2,5.2,6+,1,Bad Start,Sac Fly by the Rook
2,6.0,0,9,QS,Sac Fly by the Rook
2,6.0,1,7,QS,Sac Fly by the Rook
2,6.0,2,10,QS,Sac Fly by the Rook
2,6.0,3,8,QS,Sac Fly by the Rook
2,6.0,4,1,QS Potential,Sac Fly by the Rook
2,6.0,5,1,Bad Start,Sac Fly by the Rook
2,6.0,6+,1,Bad Start,Sac Fly by the Rook
2,6.1,0,2,QS,Sac Fly by the Rook
2,6.1,1,1,QS,Sac Fly by the Rook
2,6.1,4,1,QS Potential,Sac Fly by the Rook
2,6.1,5,1,Bad Start,Sac Fly by the Rook
2,6.2,2,1,QS,Sac Fly by the Rook
2,6.2,3,1,QS,Sac Fly by the Rook
2,6.2,4,1,QS Potential,Sac Fly by the Rook
2,7.0,0,6,QS,Sac Fly by the Rook
2,7.0,1,6,QS,Sac Fly by the Rook
2,7.0,2,2,QS,Sac Fly by the Rook
2,7.0,6+,1,Bad Start,Sac Fly by the Rook
2,< 3,2,1,Bad Start,Sac Fly by the Rook
2,< 3,4,1,Bad Start,Sac Fly by the Rook
2,< 3,6+,2,Bad Start,Sac Fly by the Rook
2,> 7,1,2,QS,Sac Fly by the Rook
2,CG,0,1,CG,Sac Fly by the Rook
4,3.0,0,2,Bad Start,All That is Wright
4,3.0,3,2,Bad Start,All That is Wright
4,3.0,4,1,Bad Start,All That is Wright
4,3.0,5,1,Bad Start,All That is Wright
4,3.0,6+,1,Bad Start,All That is Wright
4,3.2,0,1,Bad Start,All That is Wright
4,3.2,3,1,Bad Start,All That is Wright
4,3.2,5,1,Bad Start,All That is Wright
4,4.0,0,1,Bad Start,All That is Wright
4,4.0,2,3,Bad Start,All That is Wright
4,4.0,3,1,Bad Start,All That is Wright
4,4.0,4,1,Bad Start,All That is Wright
4,4.0,6+,6,Bad Start,All That is Wright
4,4.1,1,1,Bad Start,All That is Wright
4,4.1,4,4,Bad Start,All That is Wright
4,4.1,5,1,Bad Start,All That is Wright
4,4.1,6+,1,Bad Start,All That is Wright
4,4.2,1,2,Bad Start,All That is Wright
4,4.2,2,3,Bad Start,All That is Wright
4,4.2,3,1,Bad Start,All That is Wright
4,4.2,4,3,Bad Start,All That is Wright
4,4.2,5,1,Bad Start,All That is Wright
4,5.0,0,4,QS Potential,All That is Wright
4,5.0,1,7,QS Potential,All That is Wright
4,5.0,2,10,QS Potential,All That is Wright
4,5.0,3,4,QS Potential,All That is Wright
4,5.0,4,3,Bad Start,All That is Wright
4,5.0,5,3,Bad Start,All That is Wright
4,5.1,0,1,QS Potential,All That is Wright
4,5.1,2,1,QS Potential,All That is Wright
4,5.1,3,1,QS Potential,All That is Wright
4,5.1,4,3,Bad Start,All That is Wright
4,5.2,0,3,Blue Balls,All That is Wright
4,5.2,1,3,Blue Balls,All That is Wright
4,5.2,2,1,Blue Balls,All That is Wright
4,5.2,3,2,Blue Balls,All That is Wright
4,5.2,5,1,Bad Start,All That is Wright
4,5.2,6+,1,Bad Start,All That is Wright
4,6.0,0,6,QS,All That is Wright
4,6.0,1,13,QS,All That is Wright
4,6.0,2,11,QS,All That is Wright
4,6.0,3,7,QS,All That is Wright
4,6.0,4,2,QS Potential,All That is Wright
4,6.0,5,3,Bad Start,All That is Wright
4,6.1,0,2,QS,All That is Wright
4,6.1,1,2,QS,All That is Wright
4,6.1,2,3,QS,All That is Wright
4,6.1,3,2,QS,All That is Wright
4,6.2,0,1,QS,All That is Wright
4,6.2,1,2,QS,All That is Wright
4,6.2,3,2,QS,All That is Wright
4,7.0,0,5,QS,All That is Wright
4,7.0,1,6,QS,All That is Wright
4,7.0,2,6,QS,All That is Wright
4,7.0,3,1,QS,All That is Wright
4,7.0,4,2,QS Potential,All That is Wright
4,< 3,1,1,Bad Start,All That is Wright
4,< 3,6+,1,Bad Start,All That is Wright
4,> 7,0,2,QS,All That is Wright
4,CG,2,1,CG,All That is Wright
5,3.0,2,1,Bad Start,The Traveling Secretaries
5,3.0,3,1,Bad Start,The Traveling Secretaries
5,3.0,5,1,Bad Start,The Traveling Secretaries
5,3.0,6+,2,Bad Start,The Traveling Secretaries
5,3.1,3,1,Bad Start,The Traveling Secretaries
5,3.1,4,1,Bad Start,The Traveling Secretaries
5,3.1,5,1,Bad Start,The Traveling Secretaries
5,3.1,6+,1,Bad Start,The Traveling Secretaries
5,3.2,3,1,Bad Start,The Traveling Secretaries
5,3.2,4,1,Bad Start,The Traveling Secretaries
5,3.2,6+,1,Bad Start,The Traveling Secretaries
5,4.0,2,2,Bad Start,The Traveling Secretaries
5,4.0,3,1,Bad Start,The Traveling Secretaries
5,4.0,4,2,Bad Start,The Traveling Secretaries
5,4.0,5,1,Bad Start,The Traveling Secretaries
5,4.0,6+,2,Bad Start,The Traveling Secretaries
5,4.1,3,1,Bad Start,The Traveling Secretaries
5,4.1,5,2,Bad Start,The Traveling Secretaries
5,4.2,1,2,Bad Start,The Traveling Secretaries
5,4.2,2,2,Bad Start,The Traveling Secretaries
5,4.2,3,3,Bad Start,The Traveling Secretaries
5,4.2,4,2,Bad Start,The Traveling Secretaries
5,4.2,5,1,Bad Start,The Traveling Secretaries
5,4.2,6+,1,Bad Start,The Traveling Secretaries
5,5.0,0,2,QS Potential,The Traveling Secretaries
5,5.0,1,3,QS Potential,The Traveling Secretaries
5,5.0,2,10,QS Potential,The Traveling Secretaries
5,5.0,3,2,QS Potential,The Traveling Secretaries
5,5.0,4,5,Bad Start,The Traveling Secretaries
5,5.0,5,1,Bad Start,The Traveling Secretaries
5,5.0,6+,1,Bad Start,The Traveling Secretaries
5,5.1,1,3,QS Potential,The Traveling Secretaries
5,5.1,2,2,QS Potential,The Traveling Secretaries
5,5.1,3,1,QS Potential,The Traveling Secretaries
5,5.1,5,2,Bad Start,The Traveling Secretaries
5,5.1,6+,2,Bad Start,The Traveling Secretaries
5,5.2,0,3,Blue Balls,The Traveling Secretaries
5,5.2,1,1,Blue Balls,The Traveling Secretaries
5,5.2,2,4,Blue Balls,The Traveling Secretaries
5,5.2,3,3,Blue Balls,The Traveling Secretaries
5,5.2,4,3,Bad Start,The Traveling Secretaries
5,5.2,6+,1,Bad Start,The Traveling Secretaries
5,6.0,0,11,QS,The Traveling Secretaries
5,6.0,1,13,QS,The Traveling Secretaries
5,6.0,2,9,QS,The Traveling Secretaries
5,6.0,3,3,QS,The Traveling Secretaries
5,6.0,4,1,QS Potential,The Traveling Secretaries
5,6.0,5,2,Bad Start,The Traveling Secretaries
5,6.1,1,1,QS,The Traveling Secretaries
5,6.1,2,2,QS,The Traveling Secretaries
5,6.1,4,1,QS Potential,The Traveling Secretaries
5,6.1,5,1,Bad Start,The Traveling Secretaries
5,6.2,1,1,QS,The Traveling Secretaries
5,6.2,2,1,QS,The Traveling Secretaries
5,6.2,3,2,QS,The Traveling Secretaries
5,7.0,0,16,QS,The Traveling Secretaries
5,7.0,1,7,QS,The Traveling Secretaries
5,7.0,2,1,QS,The Traveling Secretaries
5,7.0,3,3,QS,The Traveling Secretaries
5,7.0,4,1,QS Potential,The Traveling Secretaries
5,< 3,1,1,Bad Start,The Traveling Secretaries
5,< 3,3,1,Bad Start,The Traveling Secretaries
5,< 3,6+,5,Bad Start,The Traveling Secretaries
5,> 7,1,2,QS,The Traveling Secretaries
5,CG,0,1,CG,The Traveling Secretaries
6,3.0,1,1,Bad Start,The Novaks
6,3.0,2,1,Bad Start,The Novaks
6,3.0,4,2,Bad Start,The Novaks
6,3.1,3,1,Bad Start,The Novaks
6,3.1,6+,2,Bad Start,The Novaks
6,3.2,6+,1,Bad Start,The Novaks
6,4.0,0,1,Bad Start,The Novaks
6,4.0,1,1,Bad Start,The Novaks
6,4.0,2,4,Bad Start,The Novaks
6,4.0,4,1,Bad Start,The Novaks
6,4.0,5,1,Bad Start,The Novaks
6,4.0,6+,2,Bad Start,The Novaks
6,4.1,1,1,Bad Start,The Novaks
6,4.1,2,1,Bad Start,The Novaks
6,4.1,3,1,Bad Start,The Novaks
6,4.1,6+,3,Bad Start,The Novaks
6,4.2,3,2,Bad Start,The Novaks
6,4.2,4,1,Bad Start,The Novaks
6,4.2,6+,2,Bad Start,The Novaks
6,5.0,0,1,QS Potential,The Novaks
6,5.0,1,5,QS Potential,The Novaks
6,5.0,2,7,QS Potential,The Novaks
6,5.0,3,3,QS Potential,The Novaks
6,5.0,4,6,Bad Start,The Novaks
6,5.0,5,2,Bad Start,The Novaks
6,5.1,0,1,QS Potential,The Novaks
6,5.1,1,3,QS Potential,The Novaks
6,5.1,2,3,QS Potential,The Novaks
6,5.1,3,2,QS Potential,The Novaks
6,5.1,5,4,Bad Start,The Novaks
6,5.1,6+,1,Bad Start,The Novaks
6,5.2,1,1,Blue Balls,The Novaks
6,5.2,2,3,Blue Balls,The Novaks
6,5.2,3,1,Blue Balls,The Novaks
6,5.2,4,2,Bad Start,The Novaks
6,5.2,6+,1,Bad Start,The Novaks
6,6.0,0,10,QS,The Novaks
6,6.0,1,12,QS,The Novaks
6,6.0,2,7,QS,The Novaks
6,6.0,3,9,QS,The Novaks
6,6.0,4,2,QS Potential,The Novaks
6,6.0,5,3,Bad Start,The Novaks
6,6.0,6+,1,Bad Start,The Novaks
6,6.1,2,1,QS,The Novaks
6,6.1,3,1,QS,The Novaks
6,6.2,0,2,QS,The Novaks
6,6.2,1,1,QS,The Novaks
6,6.2,2,2,QS,The Novaks
6,6.2,4,1,QS Potential,The Novaks
6,6.2,5,1,Bad Start,The Novaks
6,7.0,0,5,QS,The Novaks
6,7.0,1,6,QS,The Novaks
6,7.0,2,8,QS,The Novaks
6,7.0,3,1,QS,The Novaks
6,7.0,4,1,QS Potential,The Novaks
6,7.0,5,1,Bad Start,The Novaks
6,7.0,6+,1,Bad Start,The Novaks
6,< 3,0,1,Bad Start,The Novaks
6,< 3,3,1,Bad Start,The Novaks
6,< 3,4,1,Bad Start,The Novaks
6,< 3,6+,1,Bad Start,The Novaks
6,> 7,0,3,QS,The Novaks
6,> 7,1,7,QS,The Novaks
6,CG,0,2,CG,The Novaks
6,CG,2,1,CG,The Novaks
6,CG,4,1,CG,The Novaks
7,3.0,4,1,Bad Start,At Witt's End
7,3.0,6+,1,Bad Start,At Witt's End
7,3.1,3,1,Bad Start,At Witt's End
7,4.0,2,1,Bad Start,At Witt's End
7,4.0,3,2,Bad Start,At Witt's End
7,4.0,4,5,Bad Start,At Witt's End
7,4.0,5,1,Bad Start,At Witt's End
7,4.0,6+,2,Bad Start,At Witt's End
7,4.1,2,2,Bad Start,At Witt's End
7,4.1,3,1,Bad Start,At Witt's End
7,4.1,6+,2,Bad Start,At Witt's End
7,4.2,3,4,Bad Start,At Witt's End
7,4.2,4,2,Bad Start,At Witt's End
7,4.2,5,1,Bad Start,At Witt's End
7,4.2,6+,1,Bad Start,At Witt's End
7,5.0,0,2,QS Potential,At Witt's End
7,5.0,1,5,QS Potential,At Witt's End
7,5.0,2,4,QS Potential,At Witt's End
7,5.0,3,4,QS Potential,At Witt's End
7,5.0,4,6,Bad Start,At Witt's End
7,5.0,5,3,Bad Start,At Witt's End
7,5.0,6+,4,Bad Start,At Witt's End
7,5.1,0,1,QS Potential,At Witt's End
7,5.1,1,2,QS Potential,At Witt's End
7,5.1,2,1,QS Potential,At Witt's End
7,5.1,3,1,QS Potential,At Witt's End
7,5.1,4,1,Bad Start,At Witt's End
7,5.1,5,1,Bad Start,At Witt's End
7,5.1,6+,1,Bad Start,At Witt's End
7,5.2,0,1,Blue Balls,At Witt's End
7,5.2,2,5,Blue Balls,At Witt's End
7,5.2,3,5,Blue Balls,At Witt's End
7,5.2,4,2,Bad Start,At Witt's End
7,5.2,5,1,Bad Start,At Witt's End
7,6.0,0,9,QS,At Witt's End
7,6.0,1,12,QS,At Witt's End
7,6.0,2,8,QS,At Witt's End
7,6.0,3,6,QS,At Witt's End
7,6.0,4,2,QS Potential,At Witt's End
7,6.0,5,1,Bad Start,At Witt's End
7,6.0,6+,2,Bad Start,At Witt's End
7,6.1,1,2,QS,At Witt's End
7,6.1,2,2,QS,At Witt's End
7,6.2,0,1,QS,At Witt's End
7,6.2,1,3,QS,At Witt's End
7,6.2,2,2,QS,At Witt's End
7,6.2,3,1,QS,At Witt's End
7,6.2,4,1,QS Potential,At Witt's End
7,7.0,0,7,QS,At Witt's End
7,7.0,1,6,QS,At Witt's End
7,7.0,2,6,QS,At Witt's End
7,7.0,3,2,QS,At Witt's End
7,7.0,4,1,QS Potential,At Witt's End
7,< 3,2,1,Bad Start,At Witt's End
7,< 3,6+,3,Bad Start,At Witt's End
7,> 7,0,4,QS,At Witt's End
7,> 7,1,3,QS,At Witt's End
7,> 7,3,1,QS,At Witt's End
7,CG,1,4,CG,At Witt's End
7,CG,2,1,CG,At Witt's End
8,3.0,3,1,Bad Start,Mt. Everest Taquito Farmers
8,3.1,4,1,Bad Start,Mt. Everest Taquito Farmers
8,3.2,3,1,Bad Start,Mt. Everest Taquito Farmers
8,3.2,4,1,Bad Start,Mt. Everest Taquito Farmers
8,3.2,6+,1,Bad Start,Mt. Everest Taquito Farmers
8,4.0,2,1,Bad Start,Mt. Everest Taquito Farmers
8,4.0,3,2,Bad Start,Mt. Everest Taquito Farmers
8,4.0,4,1,Bad Start,Mt. Everest Taquito Farmers
8,4.0,5,2,Bad Start,Mt. Everest Taquito Farmers
8,4.0,6+,4,Bad Start,Mt. Everest Taquito Farmers
8,4.1,2,1,Bad Start,Mt. Everest Taquito Farmers
8,4.2,3,2,Bad Start,Mt. Everest Taquito Farmers
8,4.2,4,2,Bad Start,Mt. Everest Taquito Farmers
8,4.2,5,2,Bad Start,Mt. Everest Taquito Farmers
8,4.2,6+,3,Bad Start,Mt. Everest Taquito Farmers
8,5.0,0,2,QS Potential,Mt. Everest Taquito Farmers
8,5.0,1,11,QS Potential,Mt. Everest Taquito Farmers
8,5.0,2,5,QS Potential,Mt. Everest Taquito Farmers
8,5.0,3,3,QS Potential,Mt. Everest Taquito Farmers
8,5.0,4,3,Bad Start,Mt. Everest Taquito Farmers
8,5.0,5,2,Bad Start,Mt. Everest Taquito Farmers
8,5.0,6+,1,Bad Start,Mt. Everest Taquito Farmers
8,5.1,1,1,QS Potential,Mt. Everest Taquito Farmers
8,5.1,2,1,QS Potential,Mt. Everest Taquito Farmers
8,5.1,3,3,QS Potential,Mt. Everest Taquito Farmers
8,5.1,6+,1,Bad Start,Mt. Everest Taquito Farmers
8,5.2,0,1,Blue Balls,Mt. Everest Taquito Farmers
8,5.2,1,1,Blue Balls,Mt. Everest Taquito Farmers
8,5.2,2,4,Blue Balls,Mt. Everest Taquito Farmers
8,5.2,3,3,Blue Balls,Mt. Everest Taquito Farmers
8,5.2,4,1,Bad Start,Mt. Everest Taquito Farmers
8,5.2,6+,1,Bad Start,Mt. Everest Taquito Farmers
8,6.0,0,9,QS,Mt. Everest Taquito Farmers
8,6.0,1,13,QS,Mt. Everest Taquito Farmers
8,6.0,2,17,QS,Mt. Everest Taquito Farmers
8,6.0,3,9,QS,Mt. Everest Taquito Farmers
8,6.0,4,5,QS Potential,Mt. Everest Taquito Farmers
8,6.0,5,4,Bad Start,Mt. Everest Taquito Farmers
8,6.0,6+,1,Bad Start,Mt. Everest Taquito Farmers
8,6.1,0,2,QS,Mt. Everest Taquito Farmers
8,6.1,3,1,QS,Mt. Everest Taquito Farmers
8,6.1,4,2,QS Potential,Mt. Everest Taquito Farmers
8,6.1,5,1,Bad Start,Mt. Everest Taquito Farmers
8,6.2,0,1,QS,Mt. Everest Taquito Farmers
8,6.2,1,1,QS,Mt. Everest Taquito Farmers
8,6.2,2,1,QS,Mt. Everest Taquito Farmers
8,6.2,3,2,QS,Mt. Everest Taquito Farmers
8,7.0,0,7,QS,Mt. Everest Taquito Farmers
8,7.0,1,11,QS,Mt. Everest Taquito Farmers
8,7.0,2,1,QS,Mt. Everest Taquito Farmers
8,7.0,3,3,QS,Mt. Everest Taquito Farmers
8,7.0,5,1,Bad Start,Mt. Everest Taquito Farmers
8,< 3,3,1,Bad Start,Mt. Everest Taquito Farmers
8,< 3,4,1,Bad Start,Mt. Everest Taquito Farmers
8,< 3,6+,1,Bad Start,Mt. Everest Taquito Farmers
8,> 7,1,4,QS,Mt. Everest Taquito Farmers
8,> 7,2,1,QS,Mt. Everest Taquito Farmers
9,3.0,2,1,Bad Start,Guts. Glory. JRam.
9,3.0,3,3,Bad Start,Guts. Glory. JRam.
9,3.0,4,1,Bad Start,Guts. Glory. JRam.
9,3.0,5,1,Bad Start,Guts. Glory. JRam.
9,3.0,6+,1,Bad Start,Guts. Glory. JRam.
9,3.1,4,3,Bad Start,Guts. Glory. JRam.
9,3.1,5,1,Bad Start,Guts. Glory. JRam.
9,3.1,6+,1,Bad Start,Guts. Glory. JRam.
9,3.2,4,1,Bad Start,Guts. Glory. JRam.
9,4.0,2,1,Bad Start,Guts. Glory. JRam.
9,4.0,4,2,Bad Start,Guts. Glory. JRam.
9,4.0,5,3,Bad Start,Guts. Glory. JRam.
9,4.0,6+,3,Bad Start,Guts. Glory. JRam.
9,4.1,2,1,Bad Start,Guts. Glory. JRam.
9,4.1,3,1,Bad Start,Guts. Glory. JRam.
9,4.1,4,1,Bad Start,Guts. Glory. JRam.
9,4.1,5,1,Bad Start,Guts. Glory. JRam.
9,4.2,1,1,Bad Start,Guts. Glory. JRam.
9,4.2,2,3,Bad Start,Guts. Glory. JRam.
9,4.2,3,2,Bad Start,Guts. Glory. JRam.
9,4.2,4,1,Bad Start,Guts. Glory. JRam.
9,4.2,6+,2,Bad Start,Guts. Glory. JRam.
9,5.0,0,3,QS Potential,Guts. Glory. JRam.
9,5.0,1,7,QS Potential,Guts. Glory. JRam.
9,5.0,2,1,QS Potential,Guts. Glory. JRam.
9,5.0,3,6,QS Potential,Guts. Glory. JRam.
9,5.0,4,8,Bad Start,Guts. Glory. JRam.
9,5.0,5,2,Bad Start,Guts. Glory. JRam.
9,5.0,6+,2,Bad Start,Guts. Glory. JRam.
9,5.1,0,1,QS Potential,Guts. Glory. JRam.
9,5.1,1,1,QS Potential,Guts. Glory. JRam.
9,5.1,2,3,QS Potential,Guts. Glory. JRam.
9,5.1,4,1,Bad Start,Guts. Glory. JRam.
9,5.1,5,1,Bad Start,Guts. Glory. JRam.
9,5.1,6+,1,Bad Start,Guts. Glory. JRam.
9,5.2,0,1,Blue Balls,Guts. Glory. JRam.
9,5.2,1,5,Blue Balls,Guts. Glory. JRam.
9,5.2,3,2,Blue Balls,Guts. Glory. JRam.
9,5.2,4,1,Bad Start,Guts. Glory. JRam.
9,6.0,0,9,QS,Guts. Glory. JRam.
9,6.0,1,15,QS,Guts. Glory. JRam.
9,6.0,2,5,QS,Guts. Glory. JRam.
9,6.0,3,5,QS,Guts. Glory. JRam.
9,6.0,4,5,QS Potential,Guts. Glory. JRam.
9,6.0,5,2,Bad Start,Guts. Glory. JRam.
9,6.1,2,1,QS,Guts. Glory. JRam.
9,6.1,4,1,QS Potential,Guts. Glory. JRam.
9,6.2,0,1,QS,Guts. Glory. JRam.
9,6.2,1,2,QS,Guts. Glory. JRam.
9,6.2,2,4,QS,Guts. Glory. JRam.
9,6.2,4,1,QS Potential,Guts. Glory. JRam.
9,7.0,0,11,QS,Guts. Glory. JRam.
9,7.0,1,7,QS,Guts. Glory. JRam.
9,7.0,2,4,QS,Guts. Glory. JRam.
9,7.0,3,1,QS,Guts. Glory. JRam.
9,< 3,3,1,Bad Start,Guts. Glory. JRam.
9,< 3,4,1,Bad Start,Guts. Glory. JRam.
9,> 7,0,4,QS,Guts. Glory. JRam.
9,> 7,1,4,QS,Guts. Glory. JRam.
9,CG,0,1,CG,Guts. Glory. JRam.
9,CG,1,1,CG,Guts. Glory. JRam.
9,CG,2,1,CG,Guts. Glory. JRam.
11,3.0,3,1,Bad Start,The West Bank Occupiers
11,3.0,4,1,Bad Start,The West Bank Occupiers
11,3.0,6+,1,Bad Start,The West Bank Occupiers
11,3.1,3,1,Bad Start,The West Bank Occupiers
11,3.2,4,1,Bad Start,The West Bank Occupiers
11,3.2,5,1,Bad Start,The West Bank Occupiers
11,3.2,6+,1,Bad Start,The West Bank Occupiers
11,4.0,1,1,Bad Start,The West Bank Occupiers
11,4.0,4,2,Bad Start,The West Bank Occupiers
11,4.0,5,2,Bad Start,The West Bank Occupiers
11,4.0,6+,4,Bad Start,The West Bank Occupiers
11,4.1,2,2,Bad Start,The West Bank Occupiers
11,4.1,4,1,Bad Start,The West Bank Occupiers
11,4.1,5,1,Bad Start,The West Bank Occupiers
11,4.1,6+,4,Bad Start,The West Bank Occupiers
11,4.2,0,2,Bad Start,The West Bank Occupiers
11,4.2,4,2,Bad Start,The West Bank Occupiers
11,4.2,5,1,Bad Start,The West Bank Occupiers
11,4.2,6+,1,Bad Start,The West Bank Occupiers
11,5.0,0,2,QS Potential,The West Bank Occupiers
11,5.0,1,2,QS Potential,The West Bank Occupiers
11,5.0,2,13,QS Potential,The West Bank Occupiers
11,5.0,3,9,QS Potential,The West Bank Occupiers
11,5.0,4,5,Bad Start,The West Bank Occupiers
11,5.0,5,5,Bad Start,The West Bank Occupiers
11,5.0,6+,1,Bad Start,The West Bank Occupiers
11,5.1,0,1,QS Potential,The West Bank Occupiers
11,5.1,1,1,QS Potential,The West Bank Occupiers
11,5.1,2,3,QS Potential,The West Bank Occupiers
11,5.1,4,3,Bad Start,The West Bank Occupiers
11,5.1,6+,1,Bad Start,The West Bank Occupiers
11,5.2,0,1,Blue Balls,The West Bank Occupiers
11,5.2,2,2,Blue Balls,The West Bank Occupiers
11,5.2,4,2,Bad Start,The West Bank Occupiers
11,5.2,5,1,Bad Start,The West Bank Occupiers
11,5.2,6+,1,Bad Start,The West Bank Occupiers
11,6.0,0,6,QS,The West Bank Occupiers
11,6.0,1,8,QS,The West Bank Occupiers
11,6.0,2,8,QS,The West Bank Occupiers
11,6.0,3,8,QS,The West Bank Occupiers
11,6.0,4,3,QS Potential,The West Bank Occupiers
11,6.0,6+,2,Bad Start,The West Bank Occupiers
11,6.1,0,2,QS,The West Bank Occupiers
11,6.1,1,1,QS,The West Bank Occupiers
11,6.1,2,1,QS,The West Bank Occupiers
